Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
XiamenAir,2025-10-05,1:35 PM,1:45 PM +1 (2025-10-06),22 hr 10 min,1 stop,"IDR 7,672,600"
ANA,2025-10-05,9:25 PM,6:50 AM +1 (2025-10-06),7 hr 25 min,Nonstop,"IDR 7,796,900"
XiamenAir,2025-10-05,11:30 PM,1:45 PM +1 (2025-10-06),12 hr 15 min,1 stop,"IDR 8,133,600"
Batik Air,2025-10-05,10:00 AM,8:25 AM +1 (2025-10-06),20 hr 25 min,2 stops,"IDR 8,190,550"
Batik Air,2025-10-05,2:00 PM,8:25 AM +1 (2025-10-06),16 hr 25 min,2 stops,"IDR 8,309,550"
Cathay Pacific + JAL,2025-10-05,12:05 AM,1:40 PM (2025-10-05),11 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-05,12:05 AM,2:30 PM (2025-10-05),12 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,12:05 AM,4:05 PM (2025-10-05),14 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,12:05 AM,8:30 PM (2025-10-05),18 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,12:05 AM,9:35 PM (2025-10-05),19 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,8:30 PM (2025-10-05),10 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,9:35 PM (2025-10-05),11 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,1:40 PM +1 (2025-10-06),27 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,1:55 PM +1 (2025-10-06),27 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,2:30 PM +1 (2025-10-06),28 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,8:10 AM,4:05 PM +1 (2025-10-06),29 hr 55 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,2:20 PM,1:40 PM +1 (2025-10-06),21 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,2:20 PM,2:30 PM +1 (2025-10-06),22 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,2:20 PM,4:05 PM +1 (2025-10-06),23 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,2:20 PM,8:30 PM +1 (2025-10-06),28 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-05,2:20 PM,9:35 PM +1 (2025-10-06),29 hr 15 min,1 stop,"IDR 8,330,500"
Scoot,2025-10-05,10:25 PM,11:10 AM +2 (2025-10-07),34 hr 45 min,2 stops,"IDR 8,357,610"
Asiana Airlines + ANA,2025-10-05,9:30 PM,11:30 PM +1 (2025-10-06),24 hr,1 stop,"IDR 8,467,900"
Cathay Pacific,2025-10-05,2:20 PM,5:15 PM +1 (2025-10-06),24 hr 55 min,2 stops,"IDR 8,603,600"
Singapore Airlines,2025-10-05,5:25 AM,9:55 PM (2025-10-05),14 hr 30 min,1 stop,"IDR 9,400,200"
SriLankan,2025-10-05,2:25 PM,8:10 AM +2 (2025-10-07),39 hr 45 min,1 stop,"IDR 9,705,000"
Cathay Pacific,2025-10-05,12:05 AM,1:55 PM (2025-10-05),11 hr 50 min,1 stop,"IDR 9,760,500"
Cathay Pacific,2025-10-05,2:20 PM,1:55 PM +1 (2025-10-06),21 hr 35 min,1 stop,"IDR 9,760,500"
JAL + Garuda Indonesia,2025-10-05,6:35 AM,4:05 PM (2025-10-05),7 hr 30 min,Nonstop,"IDR 10,207,200"
JAL + Garuda Indonesia,2025-10-05,9:55 PM,7:25 AM +1 (2025-10-06),7 hr 30 min,Nonstop,"IDR 10,207,200"
"EVA Air, JAL",2025-10-05,2:30 PM,3:35 PM +1 (2025-10-06),23 hr 5 min,2 stops,"IDR 10,217,100"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-05,5:30 AM,6:20 AM +1 (2025-10-06),22 hr 50 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-05,3:40 PM,6:20 AM +1 (2025-10-06),12 hr 40 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-05,5:40 PM,6:20 AM +1 (2025-10-06),10 hr 40 min,1 stop,"IDR 10,443,200"
Cebu Pacific,2025-10-05,12:15 AM,6:10 PM (2025-10-05),15 hr 55 min,1 stop,"IDR 11,152,385"
"Korean Air, Asiana Airlines",2025-10-05,9:50 PM,11:30 PM +1 (2025-10-06),23 hr 40 min,1 stop,"IDR 11,224,900"
ANA,2025-10-05,7:00 AM,4:30 PM (2025-10-05),7 hr 30 min,Nonstop,"IDR 11,488,900"
Scoot,2025-10-05,9:30 AM,11:10 AM +1 (2025-10-06),23 hr 40 min,2 stops,"IDR 11,657,610"
Scoot,2025-10-05,12:30 PM,11:10 AM +1 (2025-10-06),20 hr 40 min,2 stops,"IDR 11,657,610"
Scoot,2025-10-05,5:55 PM,11:10 AM +1 (2025-10-06),15 hr 15 min,2 stops,"IDR 11,657,610"
Scoot,2025-10-05,8:05 PM,11:10 AM +1 (2025-10-06),13 hr 5 min,2 stops,"IDR 11,657,610"
Scoot,2025-10-05,8:05 PM,7:55 PM +1 (2025-10-06),21 hr 50 min,2 stops,"IDR 11,657,610"
Scoot,2025-10-05,10:25 PM,7:55 PM +1 (2025-10-06),19 hr 30 min,2 stops,"IDR 11,657,610"
Garuda Indonesia,2025-10-05,7:05 AM,8:50 AM +1 (2025-10-06),23 hr 45 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,2:30 PM,8:50 AM +1 (2025-10-06),16 hr 20 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,3:00 PM,8:50 AM +1 (2025-10-06),15 hr 50 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,4:00 PM,8:50 AM +1 (2025-10-06),14 hr 50 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,5:00 PM,8:50 AM +1 (2025-10-06),13 hr 50 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,5:45 PM,8:50 AM +1 (2025-10-06),13 hr 5 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,6:30 PM,8:50 AM +1 (2025-10-06),12 hr 20 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,7:30 PM,8:50 AM +1 (2025-10-06),11 hr 20 min,1 stop,"IDR 11,945,420"
Garuda Indonesia,2025-10-05,5:25 PM,8:50 AM +1 (2025-10-06),13 hr 25 min,1 stop,"IDR 11,999,100"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-05,8:55 AM,6:20 AM +1 (2025-10-06),19 hr 25 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-05,11:50 AM,6:20 AM +1 (2025-10-06),16 hr 30 min,1 stop,"IDR 12,289,200"
Singapore Airlines,2025-10-05,8:05 AM,9:55 PM (2025-10-05),11 hr 50 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-05,5:00 PM,6:45 AM +1 (2025-10-06),11 hr 45 min,1 stop,"IDR 12,827,200"
Singapore Airlines,2025-10-05,6:05 PM,6:45 AM +1 (2025-10-06),10 hr 40 min,1 stop,"IDR 12,827,200"
Garuda Indonesia + JAL,2025-10-05,11:25 PM,8:50 AM +1 (2025-10-06),7 hr 25 min,Nonstop,"IDR 12,985,100"
"China Eastern, JAL",2025-10-05,11:30 PM,3:55 PM +1 (2025-10-06),14 hr 25 min,2 stops,"IDR 13,023,600"
Asiana Airlines,2025-10-05,9:30 PM,5:50 PM +1 (2025-10-06),18 hr 20 min,1 stop,"IDR 13,152,600"
Asiana Airlines,2025-10-05,9:30 PM,10:00 PM +1 (2025-10-06),22 hr 30 min,1 stop,"IDR 13,152,600"
Philippine Airlines + ANA,2025-10-05,12:55 AM,1:10 PM (2025-10-05),10 hr 15 min,1 stop,"IDR 13,183,000"
Philippine Airlines + ANA,2025-10-05,12:55 AM,1:40 PM (2025-10-05),10 hr 45 min,1 stop,"IDR 13,183,000"
Philippine Airlines + ANA,2025-10-05,12:55 AM,8:30 PM (2025-10-05),17 hr 35 min,1 stop,"IDR 13,183,000"
Philippine Airlines + ANA,2025-10-05,12:55 AM,12:25 AM +1 (2025-10-06),21 hr 30 min,1 stop,"IDR 13,183,000"
"China Eastern, ANA + Operated by Star Flyer",2025-10-05,11:30 PM,7:55 PM +1 (2025-10-06),18 hr 25 min,2 stops,"IDR 13,412,200"
"Garuda Indonesia, Jeju Air",2025-10-05,11:15 PM,12:55 PM +1 (2025-10-06),11 hr 40 min,1 stop,"IDR 13,479,400"
"Garuda Indonesia, Jeju Air",2025-10-05,11:15 PM,3:55 PM +1 (2025-10-06),14 hr 40 min,1 stop,"IDR 13,479,400"
"Garuda Indonesia, Jeju Air",2025-10-05,11:15 PM,5:30 PM +1 (2025-10-06),16 hr 15 min,1 stop,"IDR 13,479,400"
"Garuda Indonesia, Jeju Air",2025-10-05,11:15 PM,6:30 PM +1 (2025-10-06),17 hr 15 min,1 stop,"IDR 13,479,400"
"China Eastern, JAL + Operated by JTA",2025-10-05,11:30 PM,4:05 PM +1 (2025-10-06),14 hr 35 min,2 stops,"IDR 13,518,900"
"China Eastern, JAL + Operated by JTA",2025-10-05,11:30 PM,7:50 PM +1 (2025-10-06),18 hr 20 min,2 stops,"IDR 13,518,900"
"China Eastern, JAL",2025-10-05,11:30 PM,9:40 PM +1 (2025-10-06),20 hr 10 min,2 stops,"IDR 13,518,900"
"China Eastern, JAL",2025-10-05,11:30 PM,4:10 PM +1 (2025-10-06),14 hr 40 min,2 stops,"IDR 13,682,200"
"Scoot, Singapore Airlines",2025-10-05,5:55 PM,6:45 AM +1 (2025-10-06),10 hr 50 min,1 stop,"IDR 13,767,200"
"China Eastern, ANA + Operated by ANA Wings",2025-10-05,11:30 PM,6:15 PM +1 (2025-10-06),16 hr 45 min,2 stops,"IDR 14,162,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-05,11:30 PM,7:50 PM +1 (2025-10-06),18 hr 20 min,2 stops,"IDR 14,162,900"
"China Eastern, ANA + Operated by ANA Wings",2025-10-05,11:30 PM,5:30 PM +1 (2025-10-06),16 hr,2 stops,"IDR 14,448,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-05,11:30 PM,6:55 PM +1 (2025-10-06),17 hr 25 min,2 stops,"IDR 14,448,200"
"China Eastern, ANA + Operated by Star Flyer",2025-10-05,11:30 PM,7:55 PM +1 (2025-10-06),18 hr 25 min,2 stops,"IDR 14,448,200"
"China Eastern, JAL",2025-10-05,11:30 PM,3:35 PM +1 (2025-10-06),14 hr 5 min,2 stops,"IDR 14,723,300"
"China Eastern, JAL",2025-10-05,11:30 PM,5:55 PM +1 (2025-10-06),16 hr 25 min,2 stops,"IDR 14,723,300"
"China Eastern, JAL",2025-10-05,11:30 PM,7:30 PM +1 (2025-10-06),18 hr,2 stops,"IDR 14,723,300"
"China Eastern, ANA",2025-10-05,11:30 PM,5:05 PM +1 (2025-10-06),15 hr 35 min,2 stops,"IDR 15,767,300"
"China Eastern, ANA",2025-10-05,11:30 PM,6:30 PM +1 (2025-10-06),17 hr,2 stops,"IDR 15,767,300"
"China Eastern, ANA",2025-10-05,11:30 PM,8:35 PM +1 (2025-10-06),19 hr 5 min,2 stops,"IDR 15,767,300"
"Shandong, China Southern",2025-10-05,12:25 AM,7:45 PM (2025-10-05),17 hr 20 min,2 stops,"IDR 15,928,100"
"China Eastern, JAL",2025-10-05,11:30 PM,5:00 PM +1 (2025-10-06),15 hr 30 min,2 stops,"IDR 15,972,900"
"China Eastern, JAL",2025-10-05,11:30 PM,6:05 PM +1 (2025-10-06),16 hr 35 min,2 stops,"IDR 15,972,900"
"Asiana Airlines, Korean Air",2025-10-05,9:30 PM,10:50 PM +1 (2025-10-06),23 hr 20 min,1 stop,"IDR 16,024,900"
Korean Air,2025-10-05,9:50 PM,12:40 PM +1 (2025-10-06),12 hr 50 min,1 stop,"IDR 16,024,900"
Korean Air,2025-10-05,9:50 PM,10:50 PM +1 (2025-10-06),23 hr,1 stop,"IDR 16,024,900"
"China Eastern, JAL",2025-10-05,11:30 PM,6:45 PM +1 (2025-10-06),17 hr 15 min,2 stops,"IDR 16,146,700"
"Asiana Airlines, Korean Air",2025-10-05,9:30 PM,6:30 PM +1 (2025-10-06),19 hr,1 stop,"IDR 16,190,600"
"Asiana Airlines, Korean Air",2025-10-05,9:30 PM,9:00 PM +1 (2025-10-06),21 hr 30 min,1 stop,"IDR 16,190,600"
Korean Air,2025-10-05,9:50 PM,6:30 PM +1 (2025-10-06),18 hr 40 min,1 stop,"IDR 16,190,600"
Korean Air,2025-10-05,9:50 PM,9:00 PM +1 (2025-10-06),21 hr 10 min,1 stop,"IDR 16,190,600"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,3:55 PM +2 (2025-10-07),44 hr 30 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,5:30 PM +2 (2025-10-07),46 hr 5 min,2 stops,"IDR 16,310,400"
Singapore Airlines,2025-10-05,9:25 AM,9:55 PM (2025-10-05),10 hr 30 min,1 stop,"IDR 17,121,200"
Singapore Airlines,2025-10-05,2:30 PM,6:45 AM +1 (2025-10-06),14 hr 15 min,1 stop,"IDR 17,121,200"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,3:55 PM +1 (2025-10-06),20 hr 30 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,5:30 PM +1 (2025-10-06),22 hr 5 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,6:30 PM +1 (2025-10-06),23 hr 5 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,11:00 AM +2 (2025-10-07),39 hr 35 min,2 stops,"IDR 17,810,400"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,3:55 PM +2 (2025-10-07),44 hr 30 min,2 stops,"IDR 17,976,100"
"Garuda Indonesia, China Eastern",2025-10-05,11:45 PM,8:55 PM +1 (2025-10-06),19 hr 10 min,1 stop,"IDR 18,111,000"
"Korean Air, Asiana Airlines",2025-10-05,9:50 PM,5:50 PM +1 (2025-10-06),18 hr,1 stop,"IDR 18,885,600"
"Garuda Indonesia, China Eastern",2025-10-05,11:45 PM,3:55 PM +1 (2025-10-06),14 hr 10 min,1 stop,"IDR 18,985,000"
"Garuda Indonesia, China Eastern",2025-10-05,11:45 PM,6:30 PM +1 (2025-10-06),16 hr 45 min,1 stop,"IDR 18,985,000"
"Garuda Indonesia, China Eastern",2025-10-05,11:45 PM,9:20 PM +1 (2025-10-06),19 hr 35 min,1 stop,"IDR 18,985,000"
"Asiana Airlines, Korean Air",2025-10-05,9:30 PM,7:35 PM +1 (2025-10-06),20 hr 5 min,1 stop,"IDR 21,042,900"
Korean Air,2025-10-05,9:50 PM,7:35 PM +1 (2025-10-06),19 hr 45 min,1 stop,"IDR 21,042,900"
XiamenAir,2025-10-05,7:05 AM,1:40 PM +1 (2025-10-06),28 hr 35 min,1 stop,"IDR 21,240,600"
THAI,2025-10-05,12:35 PM,6:20 AM +1 (2025-10-06),15 hr 45 min,1 stop,"IDR 23,479,300"
THAI,2025-10-05,12:35 PM,6:55 AM +1 (2025-10-06),16 hr 20 min,1 stop,"IDR 23,479,300"
THAI,2025-10-05,12:35 PM,8:10 AM +1 (2025-10-06),17 hr 35 min,1 stop,"IDR 23,479,300"
Garuda Indonesia,2025-10-05,7:55 AM,8:50 AM +1 (2025-10-06),22 hr 55 min,2 stops,"IDR 23,789,420"
"Garuda Indonesia, Shanghai Airlines + China Eastern",2025-10-05,11:45 PM,3:50 PM +1 (2025-10-06),14 hr 5 min,1 stop,"IDR 23,818,000"
THAI,2025-10-05,12:35 PM,3:55 PM +1 (2025-10-06),25 hr 20 min,1 stop,"IDR 23,871,400"
"EVA Air, ANA",2025-10-05,2:30 PM,5:45 PM +1 (2025-10-06),25 hr 15 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-10-05,2:30 PM,8:50 PM +1 (2025-10-06),28 hr 20 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-10-05,5:25 PM,1:25 PM +2 (2025-10-07),42 hr,2 stops,"IDR 24,136,100"
China Southern,2025-10-05,1:15 PM,1:05 PM +1 (2025-10-06),21 hr 50 min,2 stops,"IDR 28,471,600"
China Southern,2025-10-05,1:15 PM,1:20 PM +1 (2025-10-06),22 hr 5 min,2 stops,"IDR 28,471,600"
"Cathay Pacific, ANA + Operated by Air Japan",2025-10-05,12:05 AM,3:10 PM (2025-10-05),13 hr 5 min,1 stop,"IDR 31,527,100"
"Cathay Pacific, ANA + Operated by Air Japan",2025-10-05,12:05 AM,8:00 PM (2025-10-05),17 hr 55 min,1 stop,"IDR 31,527,100"
Philippine Airlines,2025-10-05,12:55 AM,1:40 PM +1 (2025-10-06),34 hr 45 min,1 stop,"IDR 31,602,400"
"Cathay Pacific, China Southern",2025-10-05,12:05 AM,7:45 PM (2025-10-05),17 hr 40 min,2 stops,"IDR 31,606,400"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-05,5:30 AM,9:55 PM (2025-10-05),14 hr 25 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-05,5:30 AM,8:00 AM +1 (2025-10-06),24 hr 30 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-05,8:55 AM,9:55 PM (2025-10-05),11 hr,1 stop,"IDR 31,838,200"
"Garuda Indonesia, ANA",2025-10-05,5:40 PM,7:15 PM +1 (2025-10-06),23 hr 35 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, ANA",2025-10-05,7:00 PM,7:15 PM +1 (2025-10-06),22 hr 15 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines, ANA",2025-10-05,5:40 PM,12:05 PM +1 (2025-10-06),16 hr 25 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-10-05,7:00 PM,12:05 PM +1 (2025-10-06),15 hr 5 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-10-05,7:00 PM,12:55 PM +1 (2025-10-06),15 hr 55 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-10-05,7:00 PM,1:25 PM +1 (2025-10-06),16 hr 25 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA + Operated by Star Flyer",2025-10-05,7:00 PM,12:20 PM +1 (2025-10-06),15 hr 20 min,2 stops,"IDR 31,952,400"
"Philippine Airlines, ANA",2025-10-05,12:55 AM,2:50 PM (2025-10-05),11 hr 55 min,1 stop,"IDR 32,371,100"
"Philippine Airlines, ANA",2025-10-05,12:55 AM,8:00 PM (2025-10-05),17 hr 5 min,1 stop,"IDR 34,835,100"
"Cathay Pacific, JAL + China Eastern, China Southern",2025-10-05,12:05 AM,7:30 PM (2025-10-05),17 hr 25 min,2 stops,"IDR 38,865,600"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,6:30 PM (2025-10-05),16 hr 25 min,2 stops,"IDR 39,489,200"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,4:05 PM (2025-10-05),14 hr,1 stop,"IDR 39,757,500"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,8:25 PM (2025-10-05),18 hr 20 min,1 stop,"IDR 39,757,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,12:50 PM,8:30 PM +1 (2025-10-06),29 hr 40 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-05,12:50 PM,9:35 PM +1 (2025-10-06),30 hr 45 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-05,12:50 PM,6:40 AM +2 (2025-10-07),39 hr 50 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-05,12:50 PM,1:40 PM +2 (2025-10-07),46 hr 50 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-05,12:50 PM,2:30 PM +2 (2025-10-07),47 hr 40 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-05,12:50 PM,4:05 PM +2 (2025-10-07),49 hr 15 min,2 stops,"IDR 39,807,200"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,4:35 PM (2025-10-05),14 hr 30 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,5:50 PM (2025-10-05),15 hr 45 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,6:35 PM (2025-10-05),16 hr 30 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,4:10 PM (2025-10-05),14 hr 5 min,2 stops,"IDR 39,871,700"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:30 AM,8:30 PM (2025-10-05),13 hr,2 stops,"IDR 40,576,900"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:30 AM,9:35 PM (2025-10-05),14 hr 5 min,2 stops,"IDR 40,576,900"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,8:55 PM (2025-10-05),18 hr 50 min,2 stops,"IDR 40,615,600"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,8:55 PM (2025-10-05),18 hr 50 min,2 stops,"IDR 40,615,600"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,8:55 PM (2025-10-05),18 hr 50 min,2 stops,"IDR 40,615,600"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,5:15 PM (2025-10-05),15 hr 10 min,2 stops,"IDR 40,758,300"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,5:15 PM (2025-10-05),15 hr 10 min,2 stops,"IDR 40,758,300"
"Cathay Pacific, JAL",2025-10-05,12:05 AM,5:15 PM (2025-10-05),15 hr 10 min,2 stops,"IDR 40,758,300"
"Cathay Pacific, ANA",2025-10-05,2:20 PM,9:45 AM +1 (2025-10-06),17 hr 25 min,2 stops,"IDR 40,882,700"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,8:55 PM (2025-10-05),18 hr 50 min,2 stops,"IDR 43,447,200"
"Cathay Pacific, China Eastern",2025-10-05,12:05 AM,8:55 PM (2025-10-05),18 hr 50 min,2 stops,"IDR 43,447,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-05,5:25 PM,6:40 AM +2 (2025-10-07),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-05,5:25 PM,6:40 AM +2 (2025-10-07),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,1:40 PM +2 (2025-10-07),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,1:40 PM +2 (2025-10-07),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,2:30 PM +2 (2025-10-07),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,2:30 PM +2 (2025-10-07),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,4:05 PM +2 (2025-10-07),44 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-05,5:25 PM,4:05 PM +2 (2025-10-07),44 hr 40 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + Operated by Star Flyer",2025-10-05,12:05 AM,3:40 PM (2025-10-05),13 hr 35 min,2 stops,"IDR 43,870,700"
Garuda Indonesia,2025-10-05,9:40 AM,8:50 AM +1 (2025-10-06),21 hr 10 min,1 stop,"IDR 45,939,420"
"THAI, JAL",2025-10-05,7:00 PM,11:35 AM +1 (2025-10-06),14 hr 35 min,2 stops,"IDR 46,887,700"
Garuda Indonesia,2025-10-05,12:50 PM,8:50 AM +2 (2025-10-07),42 hr,2 stops,"IDR 47,138,680"
"Garuda Indonesia, Jeju Air",2025-10-05,5:25 PM,12:55 PM +2 (2025-10-07),41 hr 30 min,2 stops,"IDR 47,784,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-05,12:50 PM,2:20 PM +2 (2025-10-07),47 hr 30 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-05,12:50 PM,7:45 PM +2 (2025-10-07),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-05,12:50 PM,7:45 PM +2 (2025-10-07),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-10-05,12:50 PM,8:30 PM +1 (2025-10-06),29 hr 40 min,3 stops,"IDR 61,237,900"
Air China,2025-10-05,1:45 AM,5:25 PM (2025-10-05),13 hr 40 min,1 stop,Price unavailable
Air China,2025-10-05,1:45 AM,6:50 PM (2025-10-05),15 hr 5 min,1 stop,Price unavailable
Air China,2025-10-05,1:45 AM,8:00 PM (2025-10-05),16 hr 15 min,1 stop,Price unavailable
Air China,2025-10-05,1:45 AM,9:30 PM (2025-10-05),17 hr 45 min,1 stop,Price unavailable
Air China,2025-10-05,1:45 AM,1:40 PM +1 (2025-10-06),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-05,4:15 AM,6:05 PM (2025-10-05),11 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-05,4:15 AM,7:40 AM +1 (2025-10-06),25 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-05,5:25 AM,5:30 PM (2025-10-05),10 hr 5 min,1 stop,Price unavailable
