Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
Asiana Airlines + ANA,2025-11-06,10:30 PM,11:25 PM +1 (2025-11-07),22 hr 55 min,1 stop,"IDR 10,232,900"
"Garuda Indonesia, ANA",2025-11-06,5:50 AM,6:25 PM (2025-11-06),10 hr 35 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,5:50 AM,5:55 AM +1 (2025-11-07),22 hr 5 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,8:55 AM,5:55 AM +1 (2025-11-07),19 hr,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,11:30 AM,5:55 AM +1 (2025-11-07),16 hr 25 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,3:40 PM,5:55 AM +1 (2025-11-07),12 hr 15 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,5:35 PM,5:55 AM +1 (2025-11-07),10 hr 20 min,1 stop,"IDR 10,443,200"
Asiana Airlines + ANA,2025-11-06,10:30 PM,5:50 PM +1 (2025-11-07),17 hr 20 min,1 stop,"IDR 10,457,600"
Asiana Airlines,2025-11-06,10:30 PM,9:45 PM +1 (2025-11-07),21 hr 15 min,1 stop,"IDR 10,457,600"
"Asiana Airlines, JAL",2025-11-06,10:30 PM,6:30 PM +1 (2025-11-07),18 hr,2 stops,"IDR 10,573,300"
"China Eastern, ANA + Operated by ANA Wings",2025-11-06,11:45 PM,5:05 PM +1 (2025-11-07),15 hr 20 min,2 stops,"IDR 10,685,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-06,11:45 PM,6:55 PM +1 (2025-11-07),17 hr 10 min,2 stops,"IDR 10,685,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-06,11:45 PM,6:55 PM +1 (2025-11-07),17 hr 10 min,2 stops,"IDR 10,685,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-06,11:45 PM,8:20 PM +1 (2025-11-07),18 hr 35 min,2 stops,"IDR 10,685,200"
"China Eastern, ANA + Operated by Star Flyer",2025-11-06,11:45 PM,8:20 PM +1 (2025-11-07),18 hr 35 min,2 stops,"IDR 10,685,200"
"China Eastern, JAL",2025-11-06,11:45 PM,4:15 PM +1 (2025-11-07),14 hr 30 min,2 stops,"IDR 10,758,200"
"XiamenAir, JAL",2025-11-06,7:05 AM,11:05 PM (2025-11-06),14 hr,2 stops,"IDR 10,762,700"
"China Eastern, JAL",2025-11-06,11:45 PM,3:55 PM +1 (2025-11-07),14 hr 10 min,2 stops,"IDR 10,790,900"
"China Eastern, JAL",2025-11-06,11:45 PM,7:35 PM +1 (2025-11-07),17 hr 50 min,2 stops,"IDR 10,790,900"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-06,11:50 PM,3:10 PM +1 (2025-11-07),13 hr 20 min,1 stop,"IDR 10,924,300"
"Asiana Airlines, JAL + Operated by J-Air",2025-11-06,10:30 PM,2:30 PM +1 (2025-11-07),14 hr,2 stops,"IDR 10,994,800"
"Asiana Airlines, JAL + Operated by J-Air",2025-11-06,10:30 PM,3:35 PM +1 (2025-11-07),15 hr 5 min,2 stops,"IDR 10,994,800"
"Asiana Airlines, JAL + Operated by J-Air",2025-11-06,10:30 PM,6:30 PM +1 (2025-11-07),18 hr,2 stops,"IDR 10,994,800"
Garuda Indonesia,2025-11-06,7:05 AM,8:50 AM +1 (2025-11-07),23 hr 45 min,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,11:50 AM,8:50 AM +1 (2025-11-07),19 hr,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,2:30 PM,8:50 AM +1 (2025-11-07),16 hr 20 min,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,3:50 PM,8:50 AM +1 (2025-11-07),15 hr,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,5:00 PM,8:50 AM +1 (2025-11-07),13 hr 50 min,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,6:30 PM,8:50 AM +1 (2025-11-07),12 hr 20 min,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,7:30 PM,8:50 AM +1 (2025-11-07),11 hr 20 min,1 stop,"IDR 11,018,420"
Garuda Indonesia,2025-11-06,5:30 PM,8:50 AM +1 (2025-11-07),13 hr 20 min,1 stop,"IDR 11,072,100"
Cathay Pacific,2025-11-06,8:10 AM,1:45 PM +1 (2025-11-07),27 hr 35 min,1 stop,"IDR 11,190,500"
Cathay Pacific,2025-11-06,2:30 PM,1:45 PM +1 (2025-11-07),21 hr 15 min,1 stop,"IDR 11,190,500"
"Philippine Airlines, Jetstar",2025-11-06,1:20 AM,6:05 AM +1 (2025-11-07),26 hr 45 min,1 stop,"IDR 11,234,100"
"Asiana Airlines, ANA",2025-11-06,10:30 PM,3:00 PM +1 (2025-11-07),14 hr 30 min,2 stops,"IDR 11,236,000"
"Asiana Airlines, ANA + Operated by Solaseed Air",2025-11-06,10:30 PM,3:55 PM +1 (2025-11-07),15 hr 25 min,2 stops,"IDR 11,236,000"
"Asiana Airlines, Korean Air",2025-11-06,10:30 PM,6:35 PM +1 (2025-11-07),18 hr 5 min,1 stop,"IDR 11,390,600"
"Asiana Airlines, Korean Air",2025-11-06,10:30 PM,9:35 PM +1 (2025-11-07),21 hr 5 min,1 stop,"IDR 11,390,600"
"China Eastern, ANA + Operated by Star Flyer",2025-11-06,11:45 PM,3:25 PM +1 (2025-11-07),13 hr 40 min,2 stops,"IDR 11,525,200"
China Southern,2025-11-06,9:05 AM,1:20 PM +1 (2025-11-07),26 hr 15 min,1 stop,"IDR 11,526,900"
"XiamenAir, ANA + Operated by ANA Wings",2025-11-06,7:05 AM,11:15 PM (2025-11-06),14 hr 10 min,2 stops,"IDR 11,862,700"
"XiamenAir, ANA + Operated by ANA Wings",2025-11-06,7:05 AM,11:25 PM (2025-11-06),14 hr 20 min,2 stops,"IDR 11,862,700"
Garuda Indonesia,2025-11-06,7:55 AM,8:50 AM +1 (2025-11-07),22 hr 55 min,2 stops,"IDR 11,996,420"
Garuda Indonesia + JAL,2025-11-06,11:45 PM,8:50 AM +1 (2025-11-07),7 hr 5 min,Nonstop,"IDR 12,215,100"
EVA Air + ANA,2025-11-06,2:35 PM,11:00 AM +1 (2025-11-07),18 hr 25 min,1 stop,"IDR 12,592,400"
EVA Air,2025-11-06,2:35 PM,12:00 PM +1 (2025-11-07),19 hr 25 min,1 stop,"IDR 12,592,400"
EVA Air,2025-11-06,2:35 PM,12:55 PM +1 (2025-11-07),20 hr 20 min,1 stop,"IDR 12,592,400"
JAL + Garuda Indonesia,2025-11-06,6:35 AM,3:50 PM (2025-11-06),7 hr 15 min,Nonstop,"IDR 13,029,200"
"Philippine Airlines, ANA",2025-11-06,1:20 AM,8:00 PM (2025-11-06),16 hr 40 min,1 stop,"IDR 13,340,000"
"Garuda Indonesia, ANA",2025-11-06,6:55 PM,6:25 PM +1 (2025-11-07),21 hr 30 min,1 stop,"IDR 14,135,200"
JAL + Garuda Indonesia,2025-11-06,9:25 PM,6:40 AM +1 (2025-11-07),7 hr 15 min,Nonstop,"IDR 14,183,200"
EVA Air,2025-11-06,2:35 PM,7:20 PM +1 (2025-11-07),26 hr 45 min,1 stop,"IDR 14,336,400"
EVA Air,2025-11-06,2:35 PM,8:20 PM +1 (2025-11-07),27 hr 45 min,1 stop,"IDR 14,336,400"
ANA,2025-11-06,9:45 PM,6:50 AM +1 (2025-11-07),7 hr 5 min,Nonstop,"IDR 14,601,900"
Garuda Indonesia,2025-11-06,5:30 PM,8:50 AM +2 (2025-11-08),37 hr 20 min,1 stop,"IDR 15,694,100"
"Philippine Airlines, Asiana Airlines",2025-11-06,1:20 AM,9:00 PM (2025-11-06),17 hr 40 min,2 stops,"IDR 15,968,800"
"Garuda Indonesia, Korean Air",2025-11-06,11:30 PM,7:30 PM +1 (2025-11-07),18 hr,1 stop,"IDR 16,024,900"
Philippine Airlines,2025-11-06,1:20 AM,12:55 PM (2025-11-06),9 hr 35 min,1 stop,"IDR 16,637,000"
Garuda Indonesia,2025-11-06,1:00 PM,8:50 AM +2 (2025-11-08),41 hr 50 min,2 stops,"IDR 16,839,680"
"China Eastern, JAL",2025-11-06,11:45 PM,1:45 PM +1 (2025-11-07),12 hr,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-11-06,11:45 PM,4:50 PM +1 (2025-11-07),15 hr 5 min,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-11-06,11:45 PM,6:00 PM +1 (2025-11-07),16 hr 15 min,1 stop,"IDR 21,797,000"
"Garuda Indonesia, EVA Air + ANA",2025-11-06,5:30 PM,12:55 PM +2 (2025-11-08),41 hr 25 min,2 stops,"IDR 24,136,100"
"Garuda Indonesia, EVA Air + ANA",2025-11-06,5:30 PM,7:20 PM +2 (2025-11-08),47 hr 50 min,2 stops,"IDR 24,136,100"
"EVA Air, ANA",2025-11-06,2:35 PM,5:30 PM +1 (2025-11-07),24 hr 55 min,1 stop,"IDR 24,450,400"
"EVA Air, ANA",2025-11-06,2:35 PM,8:40 PM +1 (2025-11-07),28 hr 5 min,1 stop,"IDR 24,450,400"
"Philippine Airlines, JAL",2025-11-06,1:20 AM,10:20 PM (2025-11-06),19 hr,2 stops,"IDR 24,516,600"
"Philippine Airlines, JAL",2025-11-06,1:20 AM,10:15 PM (2025-11-06),18 hr 55 min,2 stops,"IDR 25,584,200"
"Garuda Indonesia, EVA Air, Cathay Pacific",2025-11-06,5:30 PM,4:50 PM +2 (2025-11-08),45 hr 20 min,2 stops,"IDR 26,145,700"
"Philippine Airlines, ANA",2025-11-06,1:20 AM,6:45 PM (2025-11-06),15 hr 25 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-06,1:20 AM,7:10 PM (2025-11-06),15 hr 50 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-06,1:20 AM,7:30 PM (2025-11-06),16 hr 10 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-11-06,1:20 AM,6:55 PM (2025-11-06),15 hr 35 min,2 stops,"IDR 26,206,000"
"Philippine Airlines, JAL",2025-11-06,1:20 AM,6:30 PM (2025-11-06),15 hr 10 min,2 stops,"IDR 27,166,400"
"Philippine Airlines, JAL",2025-11-06,1:20 AM,7:00 PM (2025-11-06),15 hr 40 min,2 stops,"IDR 27,166,400"
China Southern,2025-11-06,1:15 PM,1:00 PM +1 (2025-11-07),21 hr 45 min,2 stops,"IDR 28,471,600"
China Southern,2025-11-06,1:15 PM,1:05 PM +1 (2025-11-07),21 hr 50 min,2 stops,"IDR 28,471,600"
China Southern,2025-11-06,1:15 PM,1:15 PM +1 (2025-11-07),22 hr,2 stops,"IDR 28,471,600"
Singapore Airlines + ANA,2025-11-06,5:25 AM,5:05 PM (2025-11-06),9 hr 40 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA",2025-11-06,5:25 AM,6:25 PM (2025-11-06),11 hr,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-11-06,5:25 AM,9:40 PM (2025-11-06),14 hr 15 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA + Operated by Air Japan",2025-11-06,5:25 AM,5:55 AM +1 (2025-11-07),22 hr 30 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-11-06,5:25 AM,7:30 AM +1 (2025-11-07),24 hr 5 min,1 stop,"IDR 31,854,700"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-06,5:35 PM,11:55 AM +1 (2025-11-07),16 hr 20 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-06,6:55 PM,11:55 AM +1 (2025-11-07),15 hr,2 stops,"IDR 31,901,600"
"Shandong, XiamenAir, ANA",2025-11-06,12:25 AM,5:25 PM (2025-11-06),15 hr,2 stops,"IDR 32,225,300"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-06,1:00 PM,1:35 PM +2 (2025-11-08),46 hr 35 min,3 stops,"IDR 32,850,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-06,1:00 PM,1:35 PM +2 (2025-11-08),46 hr 35 min,3 stops,"IDR 32,850,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-06,1:00 PM,8:00 PM +2 (2025-11-08),53 hr,3 stops,"IDR 32,850,100"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-06,1:00 PM,8:20 PM +1 (2025-11-07),29 hr 20 min,3 stops,"IDR 39,504,800"
"Garuda Indonesia, Royal Brunei, JAL + Cathay Pacific",2025-11-06,1:00 PM,8:25 PM +1 (2025-11-07),29 hr 25 min,3 stops,"IDR 39,504,800"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-06,1:00 PM,9:15 PM +1 (2025-11-07),30 hr 15 min,3 stops,"IDR 39,504,800"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,8:20 PM +1 (2025-11-07),29 hr 20 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,9:15 PM +1 (2025-11-07),30 hr 15 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,1:10 PM +2 (2025-11-08),46 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,2:10 PM +2 (2025-11-08),47 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,3:35 PM +2 (2025-11-08),48 hr 35 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, China Airlines, Cathay Pacific",2025-11-06,5:30 PM,4:50 PM +2 (2025-11-08),45 hr 20 min,2 stops,"IDR 40,090,900"
"Garuda Indonesia, Cathay Pacific",2025-11-06,11:50 PM,8:20 PM +1 (2025-11-07),18 hr 30 min,1 stop,"IDR 40,285,800"
"Cathay Pacific, China Airlines",2025-11-06,12:15 AM,4:50 PM (2025-11-06),14 hr 35 min,2 stops,"IDR 40,311,600"
"Cathay Pacific, EVA Air",2025-11-06,12:15 AM,7:20 PM (2025-11-06),17 hr 5 min,2 stops,"IDR 40,658,600"
"Cathay Pacific, EVA Air",2025-11-06,12:15 AM,7:20 PM (2025-11-06),17 hr 5 min,2 stops,"IDR 40,658,600"
"Cathay Pacific, China Airlines",2025-11-06,12:15 AM,4:35 PM (2025-11-06),14 hr 20 min,2 stops,"IDR 40,834,500"
"Cathay Pacific, ANA",2025-11-06,2:30 PM,9:35 AM +1 (2025-11-07),17 hr 5 min,2 stops,"IDR 40,882,700"
"THAI, ANA",2025-11-06,7:05 PM,11:55 AM +1 (2025-11-07),14 hr 50 min,2 stops,"IDR 42,836,400"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,3 stops,"IDR 43,802,080"
"Garuda Indonesia, Cathay Pacific + JAL",2025-11-06,5:30 PM,6:30 AM +2 (2025-11-08),35 hr,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,1:10 PM +2 (2025-11-08),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,1:10 PM +2 (2025-11-08),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,2:10 PM +2 (2025-11-08),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,2:10 PM +2 (2025-11-08),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-11-06,5:30 PM,3:20 PM +2 (2025-11-08),43 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,3:35 PM +2 (2025-11-08),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,3:35 PM +2 (2025-11-08),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,8:20 PM +2 (2025-11-08),48 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,8:20 PM +2 (2025-11-08),48 hr 50 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-11-06,12:15 AM,3:25 PM (2025-11-06),13 hr 10 min,2 stops,"IDR 43,870,700"
"Garuda Indonesia, Cathay Pacific, ANA + Operated by Air Japan",2025-11-06,5:30 PM,3:10 PM +2 (2025-11-08),43 hr 40 min,2 stops,"IDR 44,081,000"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,4:50 PM +2 (2025-11-08),45 hr 20 min,3 stops,"IDR 44,091,600"
"Garuda Indonesia, Cathay Pacific",2025-11-06,5:30 PM,4:50 PM +2 (2025-11-08),45 hr 20 min,3 stops,"IDR 44,091,600"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-06,1:00 PM,6:30 AM +2 (2025-11-08),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-06,1:00 PM,1:45 PM +2 (2025-11-08),46 hr 45 min,3 stops,"IDR 45,954,800"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,8:20 PM +1 (2025-11-07),24 hr 50 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,9:15 PM +1 (2025-11-07),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,9:15 PM +1 (2025-11-07),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,6:30 AM +2 (2025-11-08),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,6:30 AM +2 (2025-11-08),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,6:30 AM +2 (2025-11-08),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,6:30 AM +2 (2025-11-08),35 hr,3 stops,"IDR 46,551,900"
"THAI, JAL",2025-11-06,7:05 PM,11:40 AM +1 (2025-11-07),14 hr 35 min,2 stops,"IDR 46,887,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,4:50 PM +1 (2025-11-07),21 hr 20 min,3 stops,"IDR 47,163,400"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,8:20 PM +1 (2025-11-07),24 hr 50 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-11-06,5:30 PM,8:25 PM +1 (2025-11-07),24 hr 55 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,9:15 PM +1 (2025-11-07),25 hr 45 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,8:20 PM +1 (2025-11-07),24 hr 50 min,3 stops,"IDR 58,926,600"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-11-06,5:30 PM,8:25 PM +1 (2025-11-07),24 hr 55 min,3 stops,"IDR 58,926,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-06,5:30 PM,9:15 PM +1 (2025-11-07),25 hr 45 min,3 stops,"IDR 58,926,600"
"Shandong, Air China + Operated by Dalian Airlines",2025-11-06,12:25 AM,7:50 PM (2025-11-06),17 hr 25 min,2 stops,Price unavailable
Air China,2025-11-06,1:45 AM,4:20 PM (2025-11-06),12 hr 35 min,1 stop,Price unavailable
Air China,2025-11-06,1:45 AM,7:00 PM (2025-11-06),15 hr 15 min,1 stop,Price unavailable
Air China,2025-11-06,1:45 AM,7:50 PM (2025-11-06),16 hr 5 min,1 stop,Price unavailable
Air China,2025-11-06,1:45 AM,9:30 PM (2025-11-06),17 hr 45 min,1 stop,Price unavailable
Air China,2025-11-06,1:45 AM,1:40 PM +1 (2025-11-07),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-06,4:25 AM,5:30 PM (2025-11-06),11 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-06,4:25 AM,7:15 AM +1 (2025-11-07),24 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,8:40 AM,9:40 PM (2025-11-06),11 hr,1 stop,Price unavailable
Singapore Airlines,2025-11-06,8:40 AM,6:20 AM +1 (2025-11-07),19 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,9:30 AM,9:40 PM (2025-11-06),10 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,9:30 AM,6:20 AM +1 (2025-11-07),18 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-06,9:40 AM,7:15 AM +1 (2025-11-07),19 hr 35 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,11:10 AM,6:20 AM +1 (2025-11-07),17 hr 10 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-06,11:10 AM,7:15 AM +1 (2025-11-07),18 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,11:10 AM,7:30 AM +1 (2025-11-07),18 hr 20 min,1 stop,Price unavailable
"Garuda Indonesia, Vietnam Airlines",2025-11-06,11:30 AM,7:45 AM +1 (2025-11-07),18 hr 15 min,2 stops,Price unavailable
Malaysia Airlines,2025-11-06,12:15 PM,7:15 AM +1 (2025-11-07),17 hr,1 stop,Price unavailable
Singapore Airlines,2025-11-06,2:15 PM,6:20 AM +1 (2025-11-07),14 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,2:15 PM,3:35 PM +1 (2025-11-07),23 hr 20 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,7:00 AM +1 (2025-11-07),14 hr 20 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-11-06,2:40 PM,7:00 AM +1 (2025-11-07),14 hr 20 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,7:35 AM +1 (2025-11-07),14 hr 55 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,7:45 AM +1 (2025-11-07),15 hr 5 min,1 stop,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,3:05 PM +1 (2025-11-07),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,3:05 PM +1 (2025-11-07),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,3:05 PM +1 (2025-11-07),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,3:05 PM +1 (2025-11-07),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-11-06,2:40 PM,3:05 PM +1 (2025-11-07),22 hr 25 min,2 stops,Price unavailable
Malaysia Airlines,2025-11-06,3:40 PM,7:15 AM +1 (2025-11-07),13 hr 35 min,1 stop,Price unavailable
"Garuda Indonesia, Vietnam Airlines",2025-11-06,3:40 PM,7:45 AM +1 (2025-11-07),14 hr 5 min,2 stops,Price unavailable
Malaysia Airlines,2025-11-06,3:40 PM,5:30 PM +1 (2025-11-07),23 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-11-06,5:00 PM,6:20 AM +1 (2025-11-07),11 hr 20 min,1 stop,Price unavailable
SriLankan,2025-11-07,2:25 PM,8:10 AM +1 (2025-11-08),15 hr 45 min,1 stop,"IDR 3,680,200"
China Eastern,2025-11-07,11:45 PM,12:50 PM +1 (2025-11-08),11 hr 5 min,1 stop,"IDR 4,545,000"
China Airlines,2025-11-07,1:30 AM,4:35 PM (2025-11-07),13 hr 5 min,1 stop,"IDR 4,951,800"
ANA,2025-11-07,6:20 AM,3:40 PM (2025-11-07),7 hr 20 min,Nonstop,"IDR 7,446,900"
Scoot,2025-11-07,10:10 PM,10:40 AM +2 (2025-11-09),34 hr 30 min,2 stops,"IDR 2,607,094"
Scoot,2025-11-07,10:10 PM,7:10 AM +2 (2025-11-09),31 hr,1 stop,"IDR 3,117,998"
EVA Air + ANA,2025-11-07,2:35 PM,11:00 AM +1 (2025-11-08),18 hr 25 min,1 stop,"IDR 3,471,400"
EVA Air,2025-11-07,2:35 PM,12:55 PM +1 (2025-11-08),20 hr 20 min,1 stop,"IDR 3,471,400"
EVA Air,2025-11-07,2:35 PM,7:20 PM +1 (2025-11-08),26 hr 45 min,1 stop,"IDR 3,471,400"
Batik Air,2025-11-07,4:45 PM,8:50 PM +1 (2025-11-08),26 hr 5 min,1 stop,"IDR 3,627,000"
Batik Air,2025-11-07,8:10 PM,8:50 PM +1 (2025-11-08),22 hr 40 min,1 stop,"IDR 3,627,000"
Batik Air,2025-11-07,8:40 PM,8:50 PM +1 (2025-11-08),22 hr 10 min,1 stop,"IDR 3,627,000"
Scoot,2025-11-07,8:10 PM,6:00 PM +1 (2025-11-08),19 hr 50 min,2 stops,"IDR 3,712,998"
Scoot,2025-11-07,10:10 PM,6:00 PM +1 (2025-11-08),17 hr 50 min,2 stops,"IDR 3,712,998"
Batik Air,2025-11-07,4:30 PM,8:50 PM +1 (2025-11-08),26 hr 20 min,1 stop,"IDR 3,827,000"
China Southern,2025-11-07,12:20 AM,3:00 PM +1 (2025-11-08),36 hr 40 min,1 stop,"IDR 3,935,900"
XiamenAir,2025-11-07,7:05 AM,1:40 PM +1 (2025-11-08),28 hr 35 min,1 stop,"IDR 4,114,600"
Vietjet,2025-11-07,1:30 PM,7:35 AM +1 (2025-11-08),16 hr 5 min,1 stop,"IDR 4,195,468"
Cebu Pacific,2025-11-07,11:25 PM,6:00 PM +1 (2025-11-08),16 hr 35 min,1 stop,"IDR 4,274,788"
Scoot,2025-11-07,9:35 AM,7:10 AM +1 (2025-11-08),19 hr 35 min,1 stop,"IDR 4,307,998"
Scoot,2025-11-07,11:20 AM,7:10 AM +1 (2025-11-08),17 hr 50 min,1 stop,"IDR 4,307,998"
"China Eastern, Shanghai Airlines",2025-11-07,11:45 PM,3:50 PM +1 (2025-11-08),14 hr 5 min,1 stop,"IDR 4,545,000"
China Eastern,2025-11-07,11:45 PM,3:55 PM +1 (2025-11-08),14 hr 10 min,1 stop,"IDR 4,545,000"
