Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
Garuda Indonesia,2025-11-14,7:55 AM,8:50 AM +1 (2025-11-15),22 hr 55 min,2 stops,"IDR 11,996,420"
Garuda Indonesia,2025-11-14,1:00 PM,8:50 AM +2 (2025-11-16),41 hr 50 min,2 stops,"IDR 12,217,680"
"Garuda Indonesia, ANA",2025-11-14,5:50 AM,6:25 PM (2025-11-14),10 hr 35 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-14,5:50 AM,5:55 AM +1 (2025-11-15),22 hr 5 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-14,8:55 AM,5:55 AM +1 (2025-11-15),19 hr,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-14,11:30 AM,5:55 AM +1 (2025-11-15),16 hr 25 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-14,3:40 PM,5:55 AM +1 (2025-11-15),12 hr 15 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-11-14,3:40 PM,6:25 PM +1 (2025-11-15),24 hr 45 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-11-14,5:35 PM,5:55 AM +1 (2025-11-15),10 hr 20 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-11-14,5:35 PM,6:25 PM +1 (2025-11-15),22 hr 50 min,1 stop,"IDR 12,289,200"
"Garuda Indonesia, ANA",2025-11-14,6:55 PM,6:25 PM +1 (2025-11-15),21 hr 30 min,1 stop,"IDR 12,289,200"
"China Eastern, JAL",2025-11-14,11:45 PM,4:35 PM +1 (2025-11-15),14 hr 50 min,2 stops,"IDR 12,440,400"
EVA Air,2025-11-14,2:35 PM,8:20 PM +1 (2025-11-15),27 hr 45 min,1 stop,"IDR 12,592,400"
"Philippine Airlines, ANA",2025-11-14,1:20 AM,8:00 PM (2025-11-14),16 hr 40 min,1 stop,"IDR 13,911,000"
JAL + Garuda Indonesia,2025-11-14,9:25 PM,6:40 AM +1 (2025-11-15),7 hr 15 min,Nonstop,"IDR 14,183,200"
Garuda Indonesia + JAL,2025-11-14,11:45 PM,8:50 AM +1 (2025-11-15),7 hr 5 min,Nonstop,"IDR 14,203,100"
"China Eastern, JAL",2025-11-14,11:45 PM,4:45 PM +1 (2025-11-15),15 hr,2 stops,"IDR 14,318,700"
ANA,2025-11-14,9:45 PM,6:50 AM +1 (2025-11-15),7 hr 5 min,Nonstop,"IDR 14,601,900"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,5:15 PM +2 (2025-11-16),45 hr 45 min,2 stops,"IDR 15,005,400"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,6:40 PM +2 (2025-11-16),47 hr 10 min,2 stops,"IDR 15,005,400"
"Philippine Airlines, Asiana Airlines",2025-11-14,1:20 AM,9:00 PM (2025-11-14),17 hr 40 min,2 stops,"IDR 15,311,800"
"Garuda Indonesia, Korean Air",2025-11-14,11:30 PM,7:30 PM +1 (2025-11-15),18 hr,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Korean Air",2025-11-14,11:30 PM,9:05 PM +1 (2025-11-15),19 hr 35 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Korean Air",2025-11-14,11:30 PM,12:25 PM +1 (2025-11-15),10 hr 55 min,1 stop,"IDR 18,713,900"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,2:30 PM +1 (2025-11-15),19 hr,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,5:15 PM +1 (2025-11-15),21 hr 45 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,6:40 PM +1 (2025-11-15),23 hr 10 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,10:35 AM +2 (2025-11-16),39 hr 5 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-11-14,5:30 PM,1:00 PM +2 (2025-11-16),41 hr 30 min,2 stops,"IDR 20,347,100"
"China Eastern, JAL",2025-11-14,11:45 PM,1:45 PM +1 (2025-11-15),12 hr,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-11-14,11:45 PM,6:00 PM +1 (2025-11-15),16 hr 15 min,1 stop,"IDR 21,797,000"
"EVA Air, ANA",2025-11-14,2:35 PM,5:30 PM +1 (2025-11-15),24 hr 55 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-11-14,2:35 PM,8:40 PM +1 (2025-11-15),28 hr 5 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-11-14,5:30 PM,12:55 PM +2 (2025-11-16),41 hr 25 min,2 stops,"IDR 24,136,100"
"Philippine Airlines, JAL",2025-11-14,1:20 AM,10:20 PM (2025-11-14),19 hr,2 stops,"IDR 24,516,600"
"Philippine Airlines, JAL",2025-11-14,1:20 AM,10:15 PM (2025-11-14),18 hr 55 min,2 stops,"IDR 25,584,200"
"Garuda Indonesia, EVA Air, Cathay Pacific",2025-11-14,5:30 PM,4:50 PM +2 (2025-11-16),45 hr 20 min,2 stops,"IDR 26,145,700"
"Philippine Airlines, ANA",2025-11-14,1:20 AM,6:45 PM (2025-11-14),15 hr 25 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-14,1:20 AM,7:10 PM (2025-11-14),15 hr 50 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-11-14,1:20 AM,7:30 PM (2025-11-14),16 hr 10 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-11-14,1:20 AM,6:55 PM (2025-11-14),15 hr 35 min,2 stops,"IDR 26,206,000"
"Philippine Airlines, JAL",2025-11-14,1:20 AM,7:00 PM (2025-11-14),15 hr 40 min,2 stops,"IDR 27,166,400"
"Philippine Airlines, JAL",2025-11-14,1:20 AM,7:50 PM (2025-11-14),16 hr 30 min,2 stops,"IDR 27,166,400"
"Philippine Airlines, JAL",2025-11-14,1:20 AM,6:30 PM (2025-11-14),15 hr 10 min,2 stops,"IDR 27,833,400"
China Southern,2025-11-14,1:15 PM,1:15 PM +1 (2025-11-15),22 hr,2 stops,"IDR 28,471,600"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-14,5:50 AM,9:40 PM (2025-11-14),13 hr 50 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-11-14,5:50 AM,6:20 AM +1 (2025-11-15),22 hr 30 min,1 stop,"IDR 31,838,200"
Singapore Airlines + ANA,2025-11-14,5:25 AM,5:05 PM (2025-11-14),9 hr 40 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA",2025-11-14,5:25 AM,6:25 PM (2025-11-14),11 hr,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA + Operated by Air Japan",2025-11-14,5:25 AM,5:55 AM +1 (2025-11-15),22 hr 30 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-11-14,5:25 AM,7:30 AM +1 (2025-11-15),24 hr 5 min,1 stop,"IDR 31,854,700"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-14,5:35 PM,11:55 AM +1 (2025-11-15),16 hr 20 min,2 stops,"IDR 31,901,600"
"Garuda Indonesia, Singapore Airlines, ANA",2025-11-14,6:55 PM,11:55 AM +1 (2025-11-15),15 hr,2 stops,"IDR 31,901,600"
"Shandong, XiamenAir, ANA",2025-11-14,12:25 AM,5:25 PM (2025-11-14),15 hr,2 stops,"IDR 32,225,300"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-14,1:00 PM,1:35 PM +2 (2025-11-16),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-14,1:00 PM,1:35 PM +2 (2025-11-16),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-11-14,1:00 PM,8:00 PM +2 (2025-11-16),53 hr,3 stops,"IDR 32,229,100"
"XiamenAir, ANA",2025-11-14,11:30 PM,5:25 PM +1 (2025-11-15),15 hr 55 min,2 stops,"IDR 34,409,200"
"Cathay Pacific, China Eastern",2025-11-14,12:15 AM,8:55 PM (2025-11-14),18 hr 40 min,2 stops,"IDR 34,728,200"
"Cathay Pacific, China Eastern",2025-11-14,12:15 AM,8:55 PM (2025-11-14),18 hr 40 min,2 stops,"IDR 34,728,200"
"Cathay Pacific, China Eastern",2025-11-14,12:15 AM,8:55 PM (2025-11-14),18 hr 40 min,2 stops,"IDR 34,907,600"
"Cathay Pacific, China Eastern",2025-11-14,12:15 AM,8:55 PM (2025-11-14),18 hr 40 min,2 stops,"IDR 34,907,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,8:20 PM +1 (2025-11-15),29 hr 20 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,9:15 PM +1 (2025-11-15),30 hr 15 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,1:10 PM +2 (2025-11-16),46 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,2:10 PM +2 (2025-11-16),47 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,3:35 PM +2 (2025-11-16),48 hr 35 min,2 stops,"IDR 39,807,200"
"China Airlines, Cathay Pacific",2025-11-14,1:30 AM,4:50 PM (2025-11-14),13 hr 20 min,1 stop,"IDR 39,889,900"
"Cathay Pacific, ANA",2025-11-14,2:30 PM,9:35 AM +1 (2025-11-15),17 hr 5 min,2 stops,"IDR 40,882,700"
"THAI, ANA",2025-11-14,7:05 PM,11:55 AM +1 (2025-11-15),14 hr 50 min,2 stops,"IDR 42,836,400"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 43,802,080"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 43,802,080"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,1:10 PM +2 (2025-11-16),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,1:10 PM +2 (2025-11-16),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,2:10 PM +2 (2025-11-16),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,2:10 PM +2 (2025-11-16),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-11-14,5:30 PM,3:20 PM +2 (2025-11-16),43 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-11-14,5:30 PM,3:20 PM +2 (2025-11-16),43 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,3:35 PM +2 (2025-11-16),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,3:35 PM +2 (2025-11-16),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +2 (2025-11-16),48 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +2 (2025-11-16),48 hr 50 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-11-14,12:15 AM,3:25 PM (2025-11-14),13 hr 10 min,2 stops,"IDR 43,870,700"
"Garuda Indonesia, Cathay Pacific, ANA + Operated by Air Japan",2025-11-14,5:30 PM,3:10 PM +2 (2025-11-16),43 hr 40 min,2 stops,"IDR 44,081,000"
"Garuda Indonesia, Cathay Pacific, ANA + Operated by Air Japan",2025-11-14,5:30 PM,3:10 PM +2 (2025-11-16),43 hr 40 min,2 stops,"IDR 44,081,000"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,4:50 PM +2 (2025-11-16),45 hr 20 min,3 stops,"IDR 44,091,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,4:50 PM +2 (2025-11-16),45 hr 20 min,3 stops,"IDR 44,091,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Cathay Pacific",2025-11-14,1:00 PM,6:30 AM +2 (2025-11-16),39 hr 30 min,3 stops,"IDR 44,486,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +1 (2025-11-15),24 hr 50 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific, JAL",2025-11-14,5:30 PM,8:25 PM +1 (2025-11-15),24 hr 55 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,9:15 PM +1 (2025-11-15),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,9:15 PM +1 (2025-11-15),25 hr 45 min,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 46,551,900"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 46,551,900"
"THAI, JAL",2025-11-14,7:05 PM,11:40 AM +1 (2025-11-15),14 hr 35 min,2 stops,"IDR 46,887,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,4:50 PM +1 (2025-11-15),21 hr 20 min,3 stops,"IDR 47,163,400"
"Garuda Indonesia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 48,580,900"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +1 (2025-11-15),24 hr 50 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +1 (2025-11-15),24 hr 50 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,9:15 PM +1 (2025-11-15),25 hr 45 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,9:15 PM +1 (2025-11-15),25 hr 45 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-11-14,5:30 PM,6:30 AM +2 (2025-11-16),35 hr,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,8:20 PM +1 (2025-11-15),24 hr 50 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-11-14,5:30 PM,8:25 PM +1 (2025-11-15),24 hr 55 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-11-14,5:30 PM,9:15 PM +1 (2025-11-15),25 hr 45 min,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Royal Brunei, JAL + Cathay Pacific",2025-11-14,1:00 PM,8:25 PM +2 (2025-11-16),53 hr 25 min,3 stops,"IDR 58,623,700"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-14,1:00 PM,9:15 PM +2 (2025-11-16),54 hr 15 min,3 stops,"IDR 58,623,700"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-11-14,1:00 PM,1:45 PM +3 (2025-11-17),70 hr 45 min,3 stops,"IDR 58,623,700"
"Garuda Indonesia, China Airlines, Cathay Pacific",2025-11-14,5:30 PM,4:50 PM +2 (2025-11-16),45 hr 20 min,2 stops,"IDR 61,490,600"
"Shandong, Air China + Operated by Dalian Airlines",2025-11-14,12:25 AM,7:50 PM (2025-11-14),17 hr 25 min,2 stops,Price unavailable
Malaysia Airlines,2025-11-14,4:25 AM,5:30 PM (2025-11-14),11 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-14,4:25 AM,7:15 AM +1 (2025-11-15),24 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-11-14,5:25 AM,6:20 AM +1 (2025-11-15),22 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-11-14,8:40 AM,3:35 PM +1 (2025-11-15),28 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-11-14,9:30 AM,3:35 PM +1 (2025-11-15),28 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-14,9:40 AM,7:15 AM +1 (2025-11-15),19 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-11-14,11:10 AM,7:15 AM +1 (2025-11-15),18 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-11-14,11:10 AM,7:30 AM +1 (2025-11-15),18 hr 20 min,1 stop,Price unavailable
Cebu Pacific,2025-11-15,11:25 PM,6:00 PM +1 (2025-11-16),16 hr 35 min,1 stop,"IDR 2,833,368"
Scoot,2025-11-15,8:10 PM,10:40 AM +1 (2025-11-16),12 hr 30 min,2 stops,"IDR 3,392,352"
Batik Air,2025-11-15,5:15 AM,8:50 PM (2025-11-15),13 hr 35 min,1 stop,"IDR 3,543,900"
SriLankan,2025-11-15,2:25 PM,8:10 AM +1 (2025-11-16),15 hr 45 min,1 stop,"IDR 3,680,200"
"Indonesia AirAsia, Thai AirAsia X",2025-11-15,4:45 PM,10:45 AM +1 (2025-11-16),16 hr,1 stop,"IDR 3,193,900"
Scoot,2025-11-15,9:35 AM,10:40 AM +1 (2025-11-16),23 hr 5 min,2 stops,"IDR 3,392,352"
Scoot,2025-11-15,11:20 AM,10:40 AM +1 (2025-11-16),21 hr 20 min,2 stops,"IDR 3,392,352"
XiamenAir,2025-11-15,1:35 PM,1:45 PM +1 (2025-11-16),22 hr 10 min,1 stop,"IDR 3,563,600"
Scoot,2025-11-15,11:20 AM,7:10 AM +1 (2025-11-16),17 hr 50 min,1 stop,"IDR 3,712,998"
Batik Air,2025-11-15,9:15 AM,8:25 AM +1 (2025-11-16),21 hr 10 min,1 stop,"IDR 4,087,900"
Batik Air,2025-11-15,12:30 PM,8:25 AM +1 (2025-11-16),17 hr 55 min,1 stop,"IDR 4,087,900"
Batik Air,2025-11-15,4:30 PM,8:25 AM +1 (2025-11-16),13 hr 55 min,1 stop,"IDR 4,087,900"
Batik Air,2025-11-15,4:45 PM,8:25 AM +1 (2025-11-16),13 hr 40 min,1 stop,"IDR 4,087,900"
Batik Air,2025-11-15,5:15 AM,8:25 AM +1 (2025-11-16),25 hr 10 min,1 stop,"IDR 4,171,000"
Vietjet,2025-11-15,1:30 PM,7:35 AM +1 (2025-11-16),16 hr 5 min,1 stop,"IDR 4,195,468"
Vietjet,2025-11-15,2:00 PM,8:00 AM +1 (2025-11-16),16 hr,1 stop,"IDR 4,195,468"
Vietjet,2025-11-15,2:00 PM,3:25 PM +1 (2025-11-16),23 hr 25 min,1 stop,"IDR 4,195,468"
Scoot,2025-11-15,9:35 AM,7:10 AM +1 (2025-11-16),19 hr 35 min,1 stop,"IDR 4,307,998"
Scoot,2025-11-15,9:35 AM,6:00 PM +1 (2025-11-16),30 hr 25 min,2 stops,"IDR 4,307,998"
Scoot,2025-11-15,11:20 AM,6:00 PM +1 (2025-11-16),28 hr 40 min,2 stops,"IDR 4,307,998"
Scoot,2025-11-15,8:10 PM,6:00 PM +1 (2025-11-16),19 hr 50 min,2 stops,"IDR 4,307,998"
China Eastern,2025-11-15,11:45 PM,12:50 PM +1 (2025-11-16),11 hr 5 min,1 stop,"IDR 4,545,000"
"China Eastern, Shanghai Airlines",2025-11-15,11:45 PM,3:50 PM +1 (2025-11-16),14 hr 5 min,1 stop,"IDR 4,545,000"
China Eastern,2025-11-15,11:45 PM,3:55 PM +1 (2025-11-16),14 hr 10 min,1 stop,"IDR 4,545,000"
China Eastern,2025-11-15,11:45 PM,8:55 PM +1 (2025-11-16),19 hr 10 min,1 stop,"IDR 4,545,000"
XiamenAir,2025-11-15,11:30 PM,1:45 PM +1 (2025-11-16),12 hr 15 min,1 stop,"IDR 4,575,600"
"Indonesia AirAsia, AirAsia X",2025-11-15,5:05 AM,10:40 PM (2025-11-15),15 hr 35 min,1 stop,"IDR 4,659,302"
"Indonesia AirAsia, AirAsia X",2025-11-15,6:35 AM,10:40 PM (2025-11-15),14 hr 5 min,1 stop,"IDR 4,659,302"
"AirAsia, AirAsia X",2025-11-15,8:30 AM,10:40 PM (2025-11-15),12 hr 10 min,1 stop,"IDR 4,659,302"
"Indonesia AirAsia, AirAsia X",2025-11-15,10:15 AM,10:40 PM (2025-11-15),10 hr 25 min,1 stop,"IDR 4,659,302"
Batik Air,2025-11-15,8:10 PM,8:25 AM +2 (2025-11-17),34 hr 15 min,1 stop,"IDR 4,702,500"
Batik Air,2025-11-15,8:40 PM,8:25 AM +2 (2025-11-17),33 hr 45 min,1 stop,"IDR 4,702,500"
Royal Brunei,2025-11-15,6:15 AM,7:30 AM +1 (2025-11-16),23 hr 15 min,1 stop,"IDR 4,800,400"
Batik Air,2025-11-15,2:00 PM,8:25 AM +1 (2025-11-16),16 hr 25 min,2 stops,"IDR 4,824,550"
Thai Lion Air,2025-11-15,8:10 PM,4:15 PM +1 (2025-11-16),18 hr 5 min,2 stops,"IDR 4,845,400"
China Airlines,2025-11-15,2:40 PM,1:30 PM +1 (2025-11-16),20 hr 50 min,1 stop,"IDR 4,951,800"
Batik Air,2025-11-15,10:00 AM,8:25 AM +1 (2025-11-16),20 hr 25 min,2 stops,"IDR 4,981,550"
Batik Air,2025-11-15,10:00 AM,8:25 AM +1 (2025-11-16),20 hr 25 min,2 stops,"IDR 4,981,550"
"AirAsia, AirAsia X",2025-11-15,9:15 PM,10:40 PM +1 (2025-11-16),23 hr 25 min,1 stop,"IDR 5,127,684"
XiamenAir,2025-11-15,7:05 AM,1:40 PM +1 (2025-11-16),28 hr 35 min,1 stop,"IDR 5,473,600"
Thai Lion Air,2025-11-15,8:10 PM,4:15 PM +1 (2025-11-16),18 hr 5 min,2 stops,"IDR 5,488,100"
China Airlines,2025-11-15,2:40 PM,4:35 PM +1 (2025-11-16),23 hr 55 min,1 stop,"IDR 5,578,800"
China Airlines,2025-11-15,2:40 PM,6:30 PM +1 (2025-11-16),25 hr 50 min,1 stop,"IDR 5,578,800"
China Airlines,2025-11-15,2:40 PM,8:30 PM +1 (2025-11-16),27 hr 50 min,1 stop,"IDR 5,578,800"
"Indonesia AirAsia, Thai AirAsia X",2025-11-15,4:45 PM,8:00 AM +1 (2025-11-16),13 hr 15 min,1 stop,"IDR 5,668,121"
China Eastern,2025-11-15,11:45 PM,12:00 PM +1 (2025-11-16),10 hr 15 min,1 stop,"IDR 5,673,000"
EVA Air,2025-11-15,2:35 PM,7:20 PM +1 (2025-11-16),26 hr 45 min,1 stop,"IDR 5,688,400"
Philippine Airlines + ANA,2025-11-15,1:20 AM,8:10 PM (2025-11-15),16 hr 50 min,1 stop,"IDR 5,950,000"
Philippine Airlines + ANA,2025-11-15,1:20 AM,12:20 AM +1 (2025-11-16),21 hr,1 stop,"IDR 5,950,000"
THAI,2025-11-15,7:05 PM,7:40 AM +1 (2025-11-16),10 hr 35 min,1 stop,"IDR 5,979,300"
"Indonesia AirAsia, Thai AirAsia",2025-11-15,4:45 PM,12:30 PM +1 (2025-11-16),17 hr 45 min,2 stops,"IDR 6,433,237"
China Southern,2025-11-15,12:20 AM,3:00 PM (2025-11-15),12 hr 40 min,1 stop,"IDR 6,440,900"
China Southern,2025-11-15,9:05 AM,1:35 PM +1 (2025-11-16),26 hr 30 min,1 stop,"IDR 6,440,900"
China Southern,2025-11-15,1:15 PM,1:35 PM +1 (2025-11-16),22 hr 20 min,1 stop,"IDR 6,440,900"
China Southern,2025-11-15,1:15 PM,8:00 PM +1 (2025-11-16),28 hr 45 min,1 stop,"IDR 6,440,900"
"Shandong, XiamenAir",2025-11-15,12:25 AM,1:45 PM (2025-11-15),11 hr 20 min,1 stop,"IDR 6,767,700"
THAI,2025-11-15,1:05 PM,6:20 AM +1 (2025-11-16),15 hr 15 min,1 stop,"IDR 6,828,300"
THAI,2025-11-15,1:05 PM,7:40 AM +1 (2025-11-16),16 hr 35 min,1 stop,"IDR 6,828,300"
China Eastern,2025-11-15,11:45 PM,6:30 PM +1 (2025-11-16),16 hr 45 min,1 stop,"IDR 6,895,000"
China Eastern,2025-11-15,11:45 PM,8:50 PM +1 (2025-11-16),19 hr 5 min,1 stop,"IDR 6,895,000"
China Southern,2025-11-15,9:05 AM,1:20 PM +1 (2025-11-16),26 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-11-15,1:15 PM,1:20 PM +1 (2025-11-16),22 hr 5 min,1 stop,"IDR 7,043,900"
THAI,2025-11-15,7:05 PM,10:30 PM +1 (2025-11-16),25 hr 25 min,1 stop,"IDR 7,220,400"
Korean Air,2025-11-15,9:50 PM,12:25 PM +1 (2025-11-16),12 hr 35 min,1 stop,"IDR 7,424,900"
ANA,2025-11-15,6:20 AM,3:40 PM (2025-11-15),7 hr 20 min,Nonstop,"IDR 7,446,900"
