Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"Garuda Indonesia, Korean Air",2025-12-13,11:30 PM,9:05 PM +1 (2025-12-14),19 hr 35 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Jeju Air",2025-12-13,5:30 PM,5:15 PM +1 (2025-12-14),21 hr 45 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-12-13,5:30 PM,6:40 PM +1 (2025-12-14),23 hr 10 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-12-13,5:30 PM,10:35 AM +2 (2025-12-15),39 hr 5 min,2 stops,"IDR 16,310,400"
"Garuda Indonesia, Jeju Air",2025-12-13,5:30 PM,1:00 PM +2 (2025-12-15),41 hr 30 min,2 stops,"IDR 16,476,100"
"Garuda Indonesia, Jeju Air",2025-12-13,5:30 PM,2:30 PM +2 (2025-12-15),43 hr,2 stops,"IDR 16,476,100"
"China Eastern, JAL",2025-12-13,11:45 PM,4:45 PM +1 (2025-12-14),15 hr,2 stops,"IDR 17,058,700"
Singapore Airlines,2025-12-13,8:40 AM,9:40 PM (2025-12-13),11 hr,1 stop,"IDR 17,121,200"
Singapore Airlines,2025-12-13,9:30 AM,9:40 PM (2025-12-13),10 hr 10 min,1 stop,"IDR 17,121,200"
Garuda Indonesia,2025-12-13,7:05 AM,8:50 AM +1 (2025-12-14),23 hr 45 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,3:50 PM,8:50 AM +1 (2025-12-14),15 hr,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,5:00 PM,8:50 AM +1 (2025-12-14),13 hr 50 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,5:45 PM,8:50 AM +1 (2025-12-14),13 hr 5 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,6:30 PM,8:50 AM +1 (2025-12-14),12 hr 20 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,7:30 PM,8:50 AM +1 (2025-12-14),11 hr 20 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-12-13,5:30 PM,8:50 AM +1 (2025-12-14),13 hr 20 min,1 stop,"IDR 18,648,100"
JAL + Garuda Indonesia,2025-12-13,9:25 PM,6:40 AM +1 (2025-12-14),7 hr 15 min,Nonstop,"IDR 20,777,200"
"EVA Air, ANA",2025-12-13,2:35 PM,5:30 PM +1 (2025-12-14),24 hr 55 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-12-13,2:35 PM,8:40 PM +1 (2025-12-14),28 hr 5 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-12-13,5:30 PM,12:55 PM +2 (2025-12-15),41 hr 25 min,2 stops,"IDR 24,136,100"
"China Eastern, JAL",2025-12-13,11:45 PM,1:45 PM +1 (2025-12-14),12 hr,1 stop,"IDR 24,537,000"
"Philippine Airlines, JAL",2025-12-13,1:20 AM,3:50 PM (2025-12-13),12 hr 30 min,2 stops,"IDR 25,842,600"
"Philippine Airlines, JAL",2025-12-13,1:20 AM,10:20 PM (2025-12-13),19 hr,2 stops,"IDR 25,842,600"
"Philippine Airlines, ANA",2025-12-13,1:20 AM,3:05 PM (2025-12-13),11 hr 45 min,1 stop,"IDR 26,091,800"
"Garuda Indonesia, EVA Air, Cathay Pacific",2025-12-13,5:30 PM,4:50 PM +2 (2025-12-15),45 hr 20 min,2 stops,"IDR 26,145,700"
"Philippine Airlines, ANA",2025-12-13,1:20 AM,7:10 PM (2025-12-13),15 hr 50 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-12-13,1:20 AM,7:30 PM (2025-12-13),16 hr 10 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-12-13,1:20 AM,6:55 PM (2025-12-13),15 hr 35 min,2 stops,"IDR 26,206,000"
"Philippine Airlines, ANA",2025-12-13,1:20 AM,6:45 PM (2025-12-13),15 hr 25 min,2 stops,"IDR 27,888,200"
"Philippine Airlines, JAL",2025-12-13,1:20 AM,6:20 PM (2025-12-13),15 hr,2 stops,"IDR 27,917,400"
"Philippine Airlines, JAL",2025-12-13,1:20 AM,7:00 PM (2025-12-13),15 hr 40 min,2 stops,"IDR 27,917,400"
"Philippine Airlines, JAL",2025-12-13,1:20 AM,7:50 PM (2025-12-13),16 hr 30 min,2 stops,"IDR 27,917,400"
China Southern,2025-12-13,1:15 PM,1:15 PM +1 (2025-12-14),22 hr,2 stops,"IDR 28,471,600"
Garuda Indonesia + JAL,2025-12-13,11:45 PM,8:50 AM +1 (2025-12-14),7 hr 5 min,Nonstop,"IDR 28,511,100"
"Garuda Indonesia, ANA",2025-12-13,5:50 AM,6:25 PM (2025-12-13),10 hr 35 min,1 stop,"IDR 30,669,200"
"China Southern, China Eastern",2025-12-13,12:20 AM,8:55 PM (2025-12-13),18 hr 35 min,2 stops,"IDR 30,795,600"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-13,5:50 AM,9:40 PM (2025-12-13),13 hr 50 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-13,5:50 AM,1:00 AM +1 (2025-12-14),17 hr 10 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-13,8:55 AM,1:00 AM +1 (2025-12-14),14 hr 5 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-13,11:30 AM,1:00 AM +1 (2025-12-14),11 hr 30 min,1 stop,"IDR 31,838,200"
Singapore Airlines + ANA,2025-12-13,5:25 AM,5:05 PM (2025-12-13),9 hr 40 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA",2025-12-13,5:25 AM,6:25 PM (2025-12-13),11 hr,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-12-13,5:25 AM,9:40 PM (2025-12-13),14 hr 15 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-12-13,5:25 AM,7:30 AM +1 (2025-12-14),24 hr 5 min,1 stop,"IDR 31,854,700"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-12-13,1:00 PM,1:35 PM +2 (2025-12-15),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-12-13,1:00 PM,1:35 PM +2 (2025-12-15),46 hr 35 min,3 stops,"IDR 32,229,100"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-12-13,1:00 PM,8:00 PM +2 (2025-12-15),53 hr,3 stops,"IDR 32,229,100"
"Shandong, XiamenAir, ANA",2025-12-13,12:25 AM,5:25 PM (2025-12-13),15 hr,2 stops,"IDR 32,855,300"
"XiamenAir, ANA",2025-12-13,11:30 PM,5:25 PM +1 (2025-12-14),15 hr 55 min,2 stops,"IDR 34,409,200"
"Cathay Pacific, China Eastern",2025-12-13,12:15 AM,8:55 PM (2025-12-13),18 hr 40 min,2 stops,"IDR 34,728,200"
"Cathay Pacific, China Eastern",2025-12-13,12:15 AM,8:55 PM (2025-12-13),18 hr 40 min,2 stops,"IDR 34,728,200"
"Cathay Pacific, China Eastern",2025-12-13,12:15 AM,8:55 PM (2025-12-13),18 hr 40 min,2 stops,"IDR 34,907,600"
"Cathay Pacific, China Eastern",2025-12-13,12:15 AM,8:55 PM (2025-12-13),18 hr 40 min,2 stops,"IDR 34,907,600"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,1:00 PM,8:20 PM +1 (2025-12-14),29 hr 20 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,1:00 PM,9:15 PM +1 (2025-12-14),30 hr 15 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,1:00 PM,1:10 PM +2 (2025-12-15),46 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,2:10 PM +2 (2025-12-15),47 hr 10 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,3:35 PM +2 (2025-12-15),48 hr 35 min,2 stops,"IDR 39,807,200"
"Cathay Pacific, ANA",2025-12-13,2:30 PM,9:35 AM +1 (2025-12-14),17 hr 5 min,2 stops,"IDR 39,871,700"
"Garuda Indonesia, China Airlines, Cathay Pacific",2025-12-13,5:30 PM,4:50 PM +2 (2025-12-15),45 hr 20 min,2 stops,"IDR 40,090,900"
"Cathay Pacific, China Airlines",2025-12-13,12:15 AM,4:50 PM (2025-12-13),14 hr 35 min,2 stops,"IDR 40,311,600"
"Cathay Pacific, China Airlines",2025-12-13,12:15 AM,8:30 PM (2025-12-13),18 hr 15 min,2 stops,"IDR 40,834,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 43,802,080"
"Garuda Indonesia, Cathay Pacific + JAL",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-12-13,5:30 PM,1:10 PM +2 (2025-12-15),41 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-12-13,5:30 PM,2:10 PM +2 (2025-12-15),42 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific, JAL",2025-12-13,5:30 PM,3:20 PM +2 (2025-12-15),43 hr 50 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-12-13,5:30 PM,3:35 PM +2 (2025-12-15),44 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-12-13,5:30 PM,8:20 PM +2 (2025-12-15),48 hr 50 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-12-13,12:15 AM,3:25 PM (2025-12-13),13 hr 10 min,2 stops,"IDR 43,870,700"
"Garuda Indonesia, Cathay Pacific",2025-12-13,5:30 PM,4:50 PM +2 (2025-12-15),45 hr 20 min,3 stops,"IDR 44,091,600"
"THAI, JAL",2025-12-13,7:05 PM,11:40 AM +1 (2025-12-14),14 hr 35 min,2 stops,"IDR 47,143,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,4:50 PM +1 (2025-12-14),21 hr 20 min,3 stops,"IDR 47,163,400"
"THAI, ANA",2025-12-13,7:05 PM,11:55 AM +1 (2025-12-14),14 hr 50 min,2 stops,"IDR 47,887,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,3 stops,"IDR 52,948,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,8:20 PM +1 (2025-12-14),24 hr 50 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,9:15 PM +1 (2025-12-14),25 hr 45 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,9:15 PM +1 (2025-12-14),25 hr 45 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,6:30 AM +2 (2025-12-15),35 hr,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 67,296,700"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 67,296,700"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 67,296,700"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 67,296,700"
"Garuda Indonesia, Cathay Pacific",2025-12-13,1:00 PM,6:30 AM +2 (2025-12-15),39 hr 30 min,3 stops,"IDR 67,296,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,8:20 PM +1 (2025-12-14),24 hr 50 min,3 stops,"IDR 71,072,300"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-12-13,5:30 PM,8:25 PM +1 (2025-12-14),24 hr 55 min,3 stops,"IDR 71,072,300"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-12-13,5:30 PM,9:15 PM +1 (2025-12-14),25 hr 45 min,3 stops,"IDR 71,072,300"
"Shandong, Air China + Operated by Dalian Airlines",2025-12-13,12:25 AM,7:50 PM (2025-12-13),17 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,1:30 AM,3:05 PM (2025-12-13),11 hr 35 min,1 stop,Price unavailable
Vietnam Airlines,2025-12-13,1:30 AM,7:00 AM +1 (2025-12-14),27 hr 30 min,1 stop,Price unavailable
Air China,2025-12-13,1:45 AM,4:20 PM (2025-12-13),12 hr 35 min,1 stop,Price unavailable
Air China,2025-12-13,1:45 AM,7:00 PM (2025-12-13),15 hr 15 min,1 stop,Price unavailable
Air China,2025-12-13,1:45 AM,7:50 PM (2025-12-13),16 hr 5 min,1 stop,Price unavailable
Air China,2025-12-13,1:45 AM,9:30 PM (2025-12-13),17 hr 45 min,1 stop,Price unavailable
Air China,2025-12-13,1:45 AM,1:40 PM +1 (2025-12-14),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,4:25 AM,5:30 PM (2025-12-13),11 hr 5 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,4:25 AM,7:15 AM +1 (2025-12-14),24 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,5:25 AM,1:00 AM +1 (2025-12-14),17 hr 35 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,8:40 AM,1:00 AM +1 (2025-12-14),14 hr 20 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-12-13,9:35 AM,9:40 PM (2025-12-13),10 hr 5 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-12-13,9:35 AM,1:00 AM +1 (2025-12-14),13 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,9:40 AM,5:30 PM +1 (2025-12-14),29 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,11:10 AM,6:20 AM +1 (2025-12-14),17 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,11:10 AM,7:30 AM +1 (2025-12-14),18 hr 20 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,11:10 AM,5:30 PM +1 (2025-12-14),28 hr 20 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-12-13,11:20 AM,1:00 AM +1 (2025-12-14),11 hr 40 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-12-13,11:20 AM,7:30 AM +1 (2025-12-14),18 hr 10 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,12:15 PM,5:30 PM +1 (2025-12-14),27 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,2:15 PM,7:30 AM +1 (2025-12-14),15 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,2:15 PM,9:40 PM +1 (2025-12-14),29 hr 25 min,1 stop,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,7:00 AM +1 (2025-12-14),14 hr 20 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-12-13,2:40 PM,7:00 AM +1 (2025-12-14),14 hr 20 min,1 stop,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,7:35 AM +1 (2025-12-14),14 hr 55 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,7:45 AM +1 (2025-12-14),15 hr 5 min,1 stop,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,3:05 PM +1 (2025-12-14),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,3:05 PM +1 (2025-12-14),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,3:05 PM +1 (2025-12-14),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,3:05 PM +1 (2025-12-14),22 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-12-13,2:40 PM,3:05 PM +1 (2025-12-14),22 hr 25 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-12-13,2:40 PM,3:10 PM +1 (2025-12-14),22 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,3:40 PM,5:30 PM +1 (2025-12-14),23 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,5:00 PM,7:30 AM +1 (2025-12-14),12 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,5:00 PM,9:40 PM +1 (2025-12-14),26 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,5:00 PM,1:00 AM +2 (2025-12-15),30 hr,1 stop,Price unavailable
Singapore Airlines,2025-12-13,6:10 PM,7:30 AM +1 (2025-12-14),11 hr 20 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,6:10 PM,3:35 PM +1 (2025-12-14),19 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,6:10 PM,9:40 PM +1 (2025-12-14),25 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,6:10 PM,1:00 AM +2 (2025-12-15),28 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,6:25 PM,7:15 AM +1 (2025-12-14),10 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-12-13,6:25 PM,5:30 PM +1 (2025-12-14),21 hr 5 min,1 stop,Price unavailable
Singapore Airlines,2025-12-13,7:00 PM,7:30 AM +1 (2025-12-14),10 hr 30 min,1 stop,Price unavailable
Vietjet,2025-12-14,2:00 PM,8:00 AM +1 (2025-12-15),16 hr,1 stop,"IDR 3,597,984"
Singapore Airlines,2025-12-14,11:10 AM,1:00 AM +1 (2025-12-15),11 hr 50 min,1 stop,"IDR 5,387,200"
THAI,2025-12-14,7:05 PM,7:40 AM +1 (2025-12-15),10 hr 35 min,1 stop,"IDR 5,979,300"
Vietjet,2025-12-14,2:00 PM,3:30 PM +1 (2025-12-15),23 hr 30 min,1 stop,"IDR 3,597,984"
SriLankan,2025-12-14,2:25 PM,8:10 AM +2 (2025-12-16),39 hr 45 min,1 stop,"IDR 4,677,000"
Batik Air,2025-12-14,12:30 PM,8:25 AM +1 (2025-12-15),17 hr 55 min,1 stop,"IDR 4,895,900"
Batik Air,2025-12-14,4:30 PM,8:25 AM +1 (2025-12-15),13 hr 55 min,1 stop,"IDR 4,895,900"
Batik Air,2025-12-14,5:15 AM,8:25 AM +1 (2025-12-15),25 hr 10 min,1 stop,"IDR 4,979,000"
Batik Air,2025-12-14,4:45 PM,8:25 AM +1 (2025-12-15),13 hr 40 min,1 stop,"IDR 5,073,900"
Scoot,2025-12-14,10:10 PM,10:40 AM +2 (2025-12-16),34 hr 30 min,2 stops,"IDR 5,182,352"
Batik Air,2025-12-14,9:15 AM,8:25 AM +1 (2025-12-15),21 hr 10 min,1 stop,"IDR 5,273,900"
"Indonesia AirAsia, AirAsia X",2025-12-14,5:05 AM,10:40 PM (2025-12-14),15 hr 35 min,1 stop,"IDR 5,383,875"
"Indonesia AirAsia, AirAsia X",2025-12-14,6:35 AM,10:40 PM (2025-12-14),14 hr 5 min,1 stop,"IDR 5,383,875"
Singapore Airlines,2025-12-14,9:30 AM,1:00 AM +1 (2025-12-15),13 hr 30 min,1 stop,"IDR 5,387,200"
Vietjet,2025-12-14,1:30 PM,7:35 AM +1 (2025-12-15),16 hr 5 min,1 stop,"IDR 5,453,330"
"AirAsia, AirAsia X",2025-12-14,9:15 PM,10:40 PM +1 (2025-12-15),23 hr 25 min,1 stop,"IDR 5,455,875"
XiamenAir,2025-12-14,1:35 PM,1:45 PM +1 (2025-12-15),22 hr 10 min,1 stop,"IDR 5,473,600"
Scoot,2025-12-14,10:10 PM,7:10 AM +2 (2025-12-16),31 hr,1 stop,"IDR 5,557,998"
"AirAsia, AirAsia X",2025-12-14,8:30 AM,10:40 PM (2025-12-14),12 hr 10 min,1 stop,"IDR 5,583,875"
"Indonesia AirAsia, AirAsia X",2025-12-14,10:15 AM,10:40 PM (2025-12-14),10 hr 25 min,1 stop,"IDR 5,583,875"
Batik Air,2025-12-14,10:00 AM,8:25 AM +1 (2025-12-15),20 hr 25 min,2 stops,"IDR 5,749,550"
Batik Air,2025-12-14,10:00 AM,8:25 AM +1 (2025-12-15),20 hr 25 min,2 stops,"IDR 5,749,550"
Batik Air,2025-12-14,2:00 PM,8:25 AM +1 (2025-12-15),16 hr 25 min,2 stops,"IDR 5,749,550"
Batik Air,2025-12-14,2:00 PM,8:25 AM +1 (2025-12-15),16 hr 25 min,2 stops,"IDR 5,749,550"
Scoot,2025-12-14,9:35 AM,10:40 AM +1 (2025-12-15),23 hr 5 min,2 stops,"IDR 5,832,352"
Scoot,2025-12-14,11:20 AM,10:40 AM +1 (2025-12-15),21 hr 20 min,2 stops,"IDR 5,832,352"
Scoot,2025-12-14,8:10 PM,10:40 AM +1 (2025-12-15),12 hr 30 min,2 stops,"IDR 5,832,352"
"Indonesia AirAsia, Thai AirAsia X",2025-12-14,12:10 PM,8:00 AM +1 (2025-12-15),17 hr 50 min,1 stop,"IDR 5,858,121"
Batik Air,2025-12-14,11:00 AM,8:25 AM +1 (2025-12-15),19 hr 25 min,1 stop,"IDR 5,922,500"
Batik Air,2025-12-14,10:00 AM,8:25 AM +1 (2025-12-15),20 hr 25 min,2 stops,"IDR 5,928,550"
XiamenAir,2025-12-14,11:30 PM,1:45 PM +1 (2025-12-15),12 hr 15 min,1 stop,"IDR 5,934,600"
THAI,2025-12-14,7:05 PM,3:50 PM +1 (2025-12-15),18 hr 45 min,1 stop,"IDR 5,979,300"
Singapore Airlines,2025-12-14,2:15 PM,1:00 AM +2 (2025-12-16),32 hr 45 min,1 stop,"IDR 5,991,300"
"Indonesia AirAsia, Thai AirAsia X",2025-12-14,4:45 PM,8:00 AM +1 (2025-12-15),13 hr 15 min,1 stop,"IDR 6,018,121"
"Indonesia AirAsia, Thai AirAsia X",2025-12-14,4:45 PM,10:45 AM +1 (2025-12-15),16 hr,1 stop,"IDR 6,018,121"
China Airlines,2025-12-14,2:40 PM,1:30 PM +1 (2025-12-15),20 hr 50 min,1 stop,"IDR 6,205,800"
China Airlines,2025-12-14,2:40 PM,4:35 PM +1 (2025-12-15),23 hr 55 min,1 stop,"IDR 6,205,800"
China Airlines,2025-12-14,2:40 PM,8:30 PM +1 (2025-12-15),27 hr 50 min,1 stop,"IDR 6,205,800"
Scoot,2025-12-14,9:35 AM,7:10 AM +1 (2025-12-15),19 hr 35 min,1 stop,"IDR 6,257,998"
Scoot,2025-12-14,9:35 AM,6:00 PM +1 (2025-12-15),30 hr 25 min,2 stops,"IDR 6,257,998"
Scoot,2025-12-14,11:20 AM,7:10 AM +1 (2025-12-15),17 hr 50 min,1 stop,"IDR 6,257,998"
Scoot,2025-12-14,11:20 AM,6:00 PM +1 (2025-12-15),28 hr 40 min,2 stops,"IDR 6,257,998"
Scoot,2025-12-14,8:10 PM,6:00 PM +1 (2025-12-15),19 hr 50 min,2 stops,"IDR 6,257,998"
Scoot,2025-12-14,10:10 PM,6:00 PM +1 (2025-12-15),17 hr 50 min,2 stops,"IDR 6,257,998"
THAI,2025-12-14,7:05 PM,10:30 PM +1 (2025-12-15),25 hr 25 min,1 stop,"IDR 6,371,400"
China Southern,2025-12-14,9:05 AM,1:20 PM +1 (2025-12-15),26 hr 15 min,1 stop,"IDR 6,440,900"
China Southern,2025-12-14,1:15 PM,1:20 PM +1 (2025-12-15),22 hr 5 min,1 stop,"IDR 6,440,900"
China Southern,2025-12-14,1:15 PM,8:00 PM +1 (2025-12-15),28 hr 45 min,1 stop,"IDR 6,440,900"
Philippine Airlines + ANA,2025-12-14,1:20 AM,8:10 PM (2025-12-14),16 hr 50 min,1 stop,"IDR 6,563,000"
Philippine Airlines + ANA,2025-12-14,1:20 AM,12:20 AM +1 (2025-12-15),21 hr,1 stop,"IDR 6,563,000"
"Indonesia AirAsia, Thai AirAsia X",2025-12-14,2:35 PM,8:00 AM +1 (2025-12-15),15 hr 25 min,1 stop,"IDR 6,572,021"
Cebu Pacific,2025-12-14,11:25 PM,6:00 PM +1 (2025-12-15),16 hr 35 min,1 stop,"IDR 6,650,770"
"Indonesia AirAsia, Thai AirAsia",2025-12-14,4:45 PM,12:30 PM +1 (2025-12-15),17 hr 45 min,2 stops,"IDR 6,783,237"
THAI,2025-12-14,1:05 PM,6:20 AM +1 (2025-12-15),15 hr 15 min,1 stop,"IDR 6,828,300"
THAI,2025-12-14,1:05 PM,6:55 AM +1 (2025-12-15),15 hr 50 min,1 stop,"IDR 6,828,300"
THAI,2025-12-14,1:05 PM,7:40 AM +1 (2025-12-15),16 hr 35 min,1 stop,"IDR 6,828,300"
China Airlines,2025-12-14,2:40 PM,6:30 PM +1 (2025-12-15),25 hr 50 min,1 stop,"IDR 6,832,800"
China Southern,2025-12-14,9:05 AM,1:35 PM +1 (2025-12-15),26 hr 30 min,1 stop,"IDR 7,043,900"
China Southern,2025-12-14,1:15 PM,1:35 PM +1 (2025-12-15),22 hr 20 min,1 stop,"IDR 7,043,900"
EVA Air,2025-12-14,2:35 PM,7:20 PM +1 (2025-12-15),26 hr 45 min,1 stop,"IDR 7,125,400"
THAI,2025-12-14,1:05 PM,3:50 PM +1 (2025-12-15),24 hr 45 min,1 stop,"IDR 7,220,400"
Singapore Airlines,2025-12-14,11:10 AM,9:40 PM +1 (2025-12-15),32 hr 30 min,1 stop,"IDR 7,469,300"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-14,11:30 AM,2:30 PM +1 (2025-12-15),25 hr,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-14,3:40 PM,2:30 PM +1 (2025-12-15),20 hr 50 min,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-14,5:35 PM,2:30 PM +1 (2025-12-15),18 hr 55 min,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-14,6:55 PM,2:30 PM +1 (2025-12-15),17 hr 35 min,1 stop,"IDR 7,573,200"
XiamenAir,2025-12-14,7:05 AM,1:40 PM +1 (2025-12-15),28 hr 35 min,1 stop,"IDR 7,672,600"
"Shandong, XiamenAir",2025-12-14,12:25 AM,1:45 PM (2025-12-14),11 hr 20 min,1 stop,"IDR 7,927,700"
