Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
China Eastern,2025-12-01,11:45 PM,12:00 PM +1 (2025-12-02),10 hr 15 min,1 stop,"IDR 3,558,000"
SriLankan,2025-12-01,2:25 PM,8:10 AM +1 (2025-12-02),15 hr 45 min,1 stop,"IDR 3,680,200"
China Airlines,2025-12-01,1:30 AM,1:30 PM (2025-12-01),10 hr,1 stop,"IDR 4,951,800"
"Indonesia AirAsia, Thai AirAsia X",2025-12-01,2:35 PM,10:45 AM +1 (2025-12-02),18 hr 10 min,1 stop,"IDR 3,193,900"
"Indonesia AirAsia, Thai AirAsia X",2025-12-01,4:45 PM,10:45 AM +1 (2025-12-02),16 hr,1 stop,"IDR 3,193,900"
EVA Air,2025-12-01,2:35 PM,7:20 PM +1 (2025-12-02),26 hr 45 min,1 stop,"IDR 3,471,400"
EVA Air,2025-12-01,2:35 PM,8:20 PM +1 (2025-12-02),27 hr 45 min,1 stop,"IDR 3,471,400"
China Eastern,2025-12-01,11:45 PM,12:50 PM +1 (2025-12-02),11 hr 5 min,1 stop,"IDR 3,558,000"
"China Eastern, Shanghai Airlines",2025-12-01,11:45 PM,3:50 PM +1 (2025-12-02),14 hr 5 min,1 stop,"IDR 3,558,000"
China Eastern,2025-12-01,11:45 PM,3:55 PM +1 (2025-12-02),14 hr 10 min,1 stop,"IDR 3,558,000"
China Eastern,2025-12-01,11:45 PM,6:30 PM +1 (2025-12-02),16 hr 45 min,1 stop,"IDR 3,558,000"
China Eastern,2025-12-01,11:45 PM,8:55 PM +1 (2025-12-02),19 hr 10 min,1 stop,"IDR 3,558,000"
XiamenAir,2025-12-01,1:35 PM,1:45 PM +1 (2025-12-02),22 hr 10 min,1 stop,"IDR 3,563,600"
Vietjet,2025-12-01,2:00 PM,8:00 AM +1 (2025-12-02),16 hr,1 stop,"IDR 3,597,984"
Vietjet,2025-12-01,2:00 PM,3:25 PM +1 (2025-12-02),23 hr 25 min,1 stop,"IDR 3,597,984"
Thai Lion Air,2025-12-01,8:10 PM,4:15 PM +1 (2025-12-02),18 hr 5 min,2 stops,"IDR 3,738,600"
Batik Air,2025-12-01,8:40 PM,7:50 PM +1 (2025-12-02),21 hr 10 min,1 stop,"IDR 3,899,900"
Batik Air,2025-12-01,12:30 PM,7:50 PM +1 (2025-12-02),29 hr 20 min,1 stop,"IDR 3,983,000"
Batik Air,2025-12-01,4:30 PM,7:50 PM +1 (2025-12-02),25 hr 20 min,1 stop,"IDR 3,983,000"
Batik Air,2025-12-01,4:45 PM,7:50 PM +1 (2025-12-02),25 hr 5 min,1 stop,"IDR 3,983,000"
Batik Air,2025-12-01,8:10 PM,7:50 PM +1 (2025-12-02),21 hr 40 min,1 stop,"IDR 3,983,000"
XiamenAir,2025-12-01,7:05 AM,1:40 PM +1 (2025-12-02),28 hr 35 min,1 stop,"IDR 4,114,600"
Scoot,2025-12-01,10:10 PM,7:10 AM +2 (2025-12-03),31 hr,1 stop,"IDR 4,307,998"
Thai Lion Air,2025-12-01,8:10 PM,4:15 PM +1 (2025-12-02),18 hr 5 min,2 stops,"IDR 4,521,700"
XiamenAir,2025-12-01,11:30 PM,1:45 PM +1 (2025-12-02),12 hr 15 min,1 stop,"IDR 4,575,600"
"Indonesia AirAsia, AirAsia X",2025-12-01,5:05 AM,10:40 PM (2025-12-01),15 hr 35 min,1 stop,"IDR 4,629,302"
"Indonesia AirAsia, AirAsia X",2025-12-01,6:35 AM,10:40 PM (2025-12-01),14 hr 5 min,1 stop,"IDR 4,629,302"
"AirAsia, AirAsia X",2025-12-01,8:30 AM,10:40 PM (2025-12-01),12 hr 10 min,1 stop,"IDR 4,629,302"
"Indonesia AirAsia, AirAsia X",2025-12-01,10:15 AM,10:40 PM (2025-12-01),10 hr 25 min,1 stop,"IDR 4,629,302"
"AirAsia, AirAsia X",2025-12-01,9:15 PM,10:40 PM +1 (2025-12-02),23 hr 25 min,1 stop,"IDR 4,701,302"
Vietjet,2025-12-01,1:30 PM,7:35 AM +1 (2025-12-02),16 hr 5 min,1 stop,"IDR 4,811,821"
Scoot,2025-12-01,9:35 AM,7:10 AM +1 (2025-12-02),19 hr 35 min,1 stop,"IDR 4,907,998"
China Airlines,2025-12-01,1:30 AM,4:35 PM (2025-12-01),13 hr 5 min,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,1:30 AM,6:30 PM (2025-12-01),15 hr,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,1:30 AM,8:30 PM (2025-12-01),17 hr,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,2:40 PM,1:30 PM +1 (2025-12-02),20 hr 50 min,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,2:40 PM,4:35 PM +1 (2025-12-02),23 hr 55 min,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,2:40 PM,6:30 PM +1 (2025-12-02),25 hr 50 min,1 stop,"IDR 4,951,800"
China Airlines,2025-12-01,2:40 PM,8:30 PM +1 (2025-12-02),27 hr 50 min,1 stop,"IDR 4,951,800"
Scoot,2025-12-01,9:35 AM,10:40 AM +1 (2025-12-02),23 hr 5 min,2 stops,"IDR 5,182,352"
Scoot,2025-12-01,9:35 AM,6:00 PM +1 (2025-12-02),30 hr 25 min,2 stops,"IDR 5,182,352"
Scoot,2025-12-01,8:10 PM,6:00 PM +1 (2025-12-02),19 hr 50 min,2 stops,"IDR 5,182,352"
Scoot,2025-12-01,10:10 PM,6:00 PM +1 (2025-12-02),17 hr 50 min,2 stops,"IDR 5,182,352"
Scoot,2025-12-01,11:20 AM,7:10 AM +1 (2025-12-02),17 hr 50 min,1 stop,"IDR 5,557,998"
"Indonesia AirAsia, Thai AirAsia X",2025-12-01,2:35 PM,8:00 AM +1 (2025-12-02),15 hr 25 min,1 stop,"IDR 5,668,121"
"Indonesia AirAsia, Thai AirAsia X",2025-12-01,4:45 PM,8:00 AM +1 (2025-12-02),13 hr 15 min,1 stop,"IDR 5,668,121"
Scoot,2025-12-01,11:20 AM,10:40 AM +1 (2025-12-02),21 hr 20 min,2 stops,"IDR 5,832,352"
Scoot,2025-12-01,11:20 AM,6:00 PM +1 (2025-12-02),28 hr 40 min,2 stops,"IDR 5,832,352"
Scoot,2025-12-01,8:10 PM,10:40 AM +1 (2025-12-02),12 hr 30 min,2 stops,"IDR 5,832,352"
Philippine Airlines + ANA,2025-12-01,1:20 AM,12:55 PM (2025-12-01),9 hr 35 min,1 stop,"IDR 5,950,000"
Philippine Airlines + ANA,2025-12-01,1:20 AM,2:10 PM (2025-12-01),10 hr 50 min,1 stop,"IDR 5,950,000"
Philippine Airlines + ANA,2025-12-01,1:20 AM,8:10 PM (2025-12-01),16 hr 50 min,1 stop,"IDR 5,950,000"
Philippine Airlines + ANA,2025-12-01,1:20 AM,12:20 AM +1 (2025-12-02),21 hr,1 stop,"IDR 5,950,000"
THAI,2025-12-01,1:05 PM,6:20 AM +1 (2025-12-02),15 hr 15 min,1 stop,"IDR 5,979,300"
THAI,2025-12-01,1:05 PM,6:55 AM +1 (2025-12-02),15 hr 50 min,1 stop,"IDR 5,979,300"
THAI,2025-12-01,1:05 PM,7:40 AM +1 (2025-12-02),16 hr 35 min,1 stop,"IDR 5,979,300"
THAI,2025-12-01,7:05 PM,7:40 AM +1 (2025-12-02),10 hr 35 min,1 stop,"IDR 5,979,300"
THAI,2025-12-01,7:05 PM,3:50 PM +1 (2025-12-02),18 hr 45 min,1 stop,"IDR 5,979,300"
Cebu Pacific,2025-12-01,11:25 PM,6:00 PM +1 (2025-12-02),16 hr 35 min,1 stop,"IDR 5,987,451"
THAI,2025-12-01,1:05 PM,3:50 PM +1 (2025-12-02),24 hr 45 min,1 stop,"IDR 6,371,400"
THAI,2025-12-01,7:05 PM,10:30 PM +1 (2025-12-02),25 hr 25 min,1 stop,"IDR 6,371,400"
ANA,2025-12-01,6:20 AM,3:40 PM (2025-12-01),7 hr 20 min,Nonstop,"IDR 6,422,900"
"Indonesia AirAsia, Thai AirAsia",2025-12-01,4:45 PM,12:30 PM +1 (2025-12-02),17 hr 45 min,2 stops,"IDR 6,433,237"
China Southern,2025-12-01,1:15 PM,1:20 PM +1 (2025-12-02),22 hr 5 min,1 stop,"IDR 6,440,900"
China Southern,2025-12-01,1:15 PM,8:00 PM +1 (2025-12-02),28 hr 45 min,1 stop,"IDR 6,440,900"
Scoot,2025-12-01,10:10 PM,10:40 AM +2 (2025-12-03),34 hr 30 min,2 stops,"IDR 6,532,352"
"Shandong, XiamenAir",2025-12-01,12:25 AM,1:45 PM (2025-12-01),11 hr 20 min,1 stop,"IDR 6,767,700"
Korean Air,2025-12-01,9:50 PM,12:25 PM +1 (2025-12-02),12 hr 35 min,1 stop,"IDR 6,824,900"
Korean Air,2025-12-01,9:50 PM,3:55 PM +1 (2025-12-02),16 hr 5 min,1 stop,"IDR 6,824,900"
Korean Air,2025-12-01,9:50 PM,7:30 PM +1 (2025-12-02),19 hr 40 min,1 stop,"IDR 6,824,900"
Korean Air,2025-12-01,9:50 PM,9:05 PM +1 (2025-12-02),21 hr 15 min,1 stop,"IDR 6,824,900"
Korean Air,2025-12-01,9:50 PM,10:50 PM +1 (2025-12-02),23 hr,1 stop,"IDR 6,824,900"
Asiana Airlines + ANA,2025-12-01,10:30 PM,11:20 AM +1 (2025-12-02),10 hr 50 min,1 stop,"IDR 6,824,900"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,3:55 PM +1 (2025-12-02),15 hr 25 min,1 stop,"IDR 6,824,900"
Asiana Airlines,2025-12-01,10:30 PM,5:55 PM +1 (2025-12-02),17 hr 25 min,1 stop,"IDR 6,824,900"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,7:30 PM +1 (2025-12-02),19 hr,1 stop,"IDR 6,824,900"
Asiana Airlines,2025-12-01,10:30 PM,9:00 PM +1 (2025-12-02),20 hr 30 min,1 stop,"IDR 6,824,900"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,9:05 PM +1 (2025-12-02),20 hr 35 min,1 stop,"IDR 6,824,900"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,10:50 PM +1 (2025-12-02),22 hr 20 min,1 stop,"IDR 6,824,900"
"Garuda Indonesia, Korean Air",2025-12-01,11:30 PM,9:05 PM +1 (2025-12-02),19 hr 35 min,1 stop,"IDR 6,824,900"
"Garuda Indonesia, Korean Air",2025-12-01,11:30 PM,10:50 PM +1 (2025-12-02),21 hr 20 min,1 stop,"IDR 6,824,900"
Korean Air,2025-12-01,9:50 PM,6:35 PM +1 (2025-12-02),18 hr 45 min,1 stop,"IDR 6,990,600"
Korean Air,2025-12-01,9:50 PM,9:35 PM +1 (2025-12-02),21 hr 45 min,1 stop,"IDR 6,990,600"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,6:35 PM +1 (2025-12-02),18 hr 5 min,1 stop,"IDR 6,990,600"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,9:35 PM +1 (2025-12-02),21 hr 5 min,1 stop,"IDR 6,990,600"
"Garuda Indonesia, Korean Air",2025-12-01,11:30 PM,6:35 PM +1 (2025-12-02),17 hr 5 min,1 stop,"IDR 6,990,600"
"Garuda Indonesia, Korean Air",2025-12-01,11:30 PM,9:35 PM +1 (2025-12-02),20 hr 5 min,1 stop,"IDR 6,990,600"
China Southern,2025-12-01,9:05 AM,1:20 PM +1 (2025-12-02),26 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-12-01,1:15 PM,1:35 PM +1 (2025-12-02),22 hr 20 min,1 stop,"IDR 7,043,900"
EVA Air + ANA,2025-12-01,2:35 PM,11:00 AM +1 (2025-12-02),18 hr 25 min,1 stop,"IDR 7,125,400"
EVA Air,2025-12-01,2:35 PM,12:55 PM +1 (2025-12-02),20 hr 20 min,1 stop,"IDR 7,125,400"
"Garuda Indonesia, Jeju Air",2025-12-01,11:30 PM,1:00 PM +1 (2025-12-02),11 hr 30 min,1 stop,"IDR 7,229,400"
"Garuda Indonesia, Jeju Air",2025-12-01,11:30 PM,5:15 PM +1 (2025-12-02),15 hr 45 min,1 stop,"IDR 7,229,400"
"Garuda Indonesia, Jeju Air",2025-12-01,11:30 PM,6:40 PM +1 (2025-12-02),17 hr 10 min,1 stop,"IDR 7,229,400"
Asiana Airlines,2025-12-01,10:30 PM,11:25 PM +1 (2025-12-02),22 hr 55 min,1 stop,"IDR 7,481,900"
"Cathay Pacific, ANA + Operated by Air Japan",2025-12-01,12:15 AM,3:10 PM (2025-12-01),12 hr 55 min,1 stop,"IDR 7,526,000"
"Cathay Pacific, ANA + Operated by Air Japan",2025-12-01,12:15 AM,7:15 PM (2025-12-01),17 hr,1 stop,"IDR 7,526,000"
"Cathay Pacific, ANA",2025-12-01,8:10 AM,4:55 AM +1 (2025-12-02),18 hr 45 min,1 stop,"IDR 7,526,000"
"Cathay Pacific, ANA",2025-12-01,2:30 PM,4:55 AM +1 (2025-12-02),12 hr 25 min,1 stop,"IDR 7,526,000"
Asiana Airlines + ANA,2025-12-01,10:30 PM,5:50 PM +1 (2025-12-02),17 hr 20 min,1 stop,"IDR 7,647,600"
Asiana Airlines,2025-12-01,10:30 PM,9:45 PM +1 (2025-12-02),21 hr 15 min,1 stop,"IDR 7,647,600"
ANA,2025-12-01,7:15 AM,4:25 PM (2025-12-01),7 hr 10 min,Nonstop,"IDR 7,796,900"
ANA,2025-12-01,9:45 PM,6:50 AM +1 (2025-12-02),7 hr 5 min,Nonstop,"IDR 7,796,900"
China Southern,2025-12-01,9:05 AM,1:35 PM +1 (2025-12-02),26 hr 30 min,1 stop,"IDR 7,846,900"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-01,11:50 PM,3:10 PM +1 (2025-12-02),13 hr 20 min,1 stop,"IDR 8,054,300"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-01,11:50 PM,7:15 PM +1 (2025-12-02),17 hr 25 min,1 stop,"IDR 8,054,300"
"Garuda Indonesia, ANA",2025-12-01,11:50 PM,4:55 AM +2 (2025-12-03),27 hr 5 min,1 stop,"IDR 8,054,300"
"Philippine Airlines, ANA",2025-12-01,1:20 AM,3:05 PM (2025-12-01),11 hr 45 min,1 stop,"IDR 8,085,000"
"Philippine Airlines, ANA",2025-12-01,1:20 AM,8:00 PM (2025-12-01),16 hr 40 min,1 stop,"IDR 8,085,000"
"XiamenAir, Asiana Airlines + ANA",2025-12-01,7:05 AM,11:25 PM (2025-12-01),14 hr 20 min,2 stops,"IDR 8,166,100"
JAL + Garuda Indonesia,2025-12-01,9:25 PM,6:40 AM +1 (2025-12-02),7 hr 15 min,Nonstop,"IDR 8,219,200"
Cathay Pacific,2025-12-01,12:15 AM,1:10 PM (2025-12-01),10 hr 55 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-12-01,12:15 AM,1:45 PM (2025-12-01),11 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,12:15 AM,2:10 PM (2025-12-01),11 hr 55 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,12:15 AM,3:35 PM (2025-12-01),13 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,12:15 AM,8:20 PM (2025-12-01),18 hr 5 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,12:15 AM,9:15 PM (2025-12-01),19 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,8:20 PM (2025-12-01),10 hr 10 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,9:15 PM (2025-12-01),11 hr 5 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,6:30 AM +1 (2025-12-02),20 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,1:10 PM +1 (2025-12-02),27 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,1:45 PM +1 (2025-12-02),27 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,8:10 AM,2:10 PM +1 (2025-12-02),28 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,2:30 PM,6:30 AM +1 (2025-12-02),14 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,2:30 PM,1:45 PM +1 (2025-12-02),21 hr 15 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,2:30 PM,8:20 PM +1 (2025-12-02),27 hr 50 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-12-01,2:30 PM,9:15 PM +1 (2025-12-02),28 hr 45 min,1 stop,"IDR 8,330,500"
EVA Air,2025-12-01,2:35 PM,12:00 PM +1 (2025-12-02),19 hr 25 min,1 stop,"IDR 8,356,400"
"Korean Air, Asiana Airlines",2025-12-01,9:50 PM,11:20 AM +1 (2025-12-02),11 hr 30 min,1 stop,"IDR 8,524,900"
"Korean Air, Asiana Airlines",2025-12-01,9:50 PM,9:00 PM +1 (2025-12-02),21 hr 10 min,1 stop,"IDR 8,524,900"
"Asiana Airlines, Korean Air",2025-12-01,10:30 PM,12:25 PM +1 (2025-12-02),11 hr 55 min,1 stop,"IDR 8,524,900"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-12-01,11:30 PM,5:55 PM +1 (2025-12-02),16 hr 25 min,1 stop,"IDR 8,524,900"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-12-01,11:30 PM,9:00 PM +1 (2025-12-02),19 hr 30 min,1 stop,"IDR 8,524,900"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-12-01,11:30 PM,11:25 PM +1 (2025-12-02),21 hr 55 min,1 stop,"IDR 8,524,900"
"Shandong, China Southern",2025-12-01,12:25 AM,8:00 PM (2025-12-01),17 hr 35 min,2 stops,"IDR 8,541,100"
Cathay Pacific,2025-12-01,12:15 AM,4:50 PM (2025-12-01),14 hr 35 min,2 stops,"IDR 8,603,600"
"Korean Air, Asiana Airlines",2025-12-01,9:50 PM,5:50 PM +1 (2025-12-02),18 hr,1 stop,"IDR 8,690,600"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-12-01,11:30 PM,5:50 PM +1 (2025-12-02),16 hr 20 min,1 stop,"IDR 8,690,600"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-12-01,11:30 PM,9:45 PM +1 (2025-12-02),20 hr 15 min,1 stop,"IDR 8,690,600"
Cathay Pacific,2025-12-01,12:15 AM,4:50 PM (2025-12-01),14 hr 35 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-12-01,12:15 AM,4:50 PM (2025-12-01),14 hr 35 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-12-01,12:15 AM,4:50 PM (2025-12-01),14 hr 35 min,2 stops,"IDR 8,926,000"
Garuda Indonesia,2025-12-01,7:05 AM,8:50 AM +1 (2025-12-02),23 hr 45 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,9:40 AM,8:50 AM +1 (2025-12-02),21 hr 10 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,11:50 AM,8:50 AM +1 (2025-12-02),19 hr,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,1:30 PM,8:50 AM +1 (2025-12-02),17 hr 20 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,2:30 PM,8:50 AM +1 (2025-12-02),16 hr 20 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,3:50 PM,8:50 AM +1 (2025-12-02),15 hr,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,5:00 PM,8:50 AM +1 (2025-12-02),13 hr 50 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,5:45 PM,8:50 AM +1 (2025-12-02),13 hr 5 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,7:45 PM,8:50 AM +1 (2025-12-02),11 hr 5 min,1 stop,"IDR 9,086,420"
Garuda Indonesia,2025-12-01,5:30 PM,8:50 AM +1 (2025-12-02),13 hr 20 min,1 stop,"IDR 9,140,100"
Garuda Indonesia,2025-12-01,1:00 PM,8:50 AM +2 (2025-12-03),41 hr 50 min,2 stops,"IDR 9,182,680"
"China Eastern, JAL",2025-12-01,11:45 PM,4:15 PM +1 (2025-12-02),14 hr 30 min,2 stops,"IDR 9,485,200"
Garuda Indonesia + JAL,2025-12-01,11:45 PM,8:50 AM +1 (2025-12-02),7 hr 5 min,Nonstop,"IDR 9,667,100"
"Garuda Indonesia, Jeju Air",2025-12-01,5:30 PM,5:15 PM +1 (2025-12-02),21 hr 45 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-12-01,5:30 PM,6:40 PM +1 (2025-12-02),23 hr 10 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-12-01,5:30 PM,10:35 AM +2 (2025-12-03),39 hr 5 min,2 stops,"IDR 9,845,400"
"Garuda Indonesia, Jeju Air",2025-12-01,5:30 PM,1:00 PM +2 (2025-12-03),41 hr 30 min,2 stops,"IDR 10,011,100"
Garuda Indonesia,2025-12-01,7:55 AM,8:50 AM +1 (2025-12-02),22 hr 55 min,2 stops,"IDR 10,064,420"
"China Eastern, ANA + Operated by ANA Wings",2025-12-01,11:45 PM,5:05 PM +1 (2025-12-02),15 hr 20 min,2 stops,"IDR 10,085,200"
"China Eastern, ANA + Operated by Star Flyer",2025-12-01,11:45 PM,6:55 PM +1 (2025-12-02),17 hr 10 min,2 stops,"IDR 10,085,200"
"China Eastern, ANA + Operated by Star Flyer",2025-12-01,11:45 PM,6:55 PM +1 (2025-12-02),17 hr 10 min,2 stops,"IDR 10,085,200"
"Korean Air, JAL",2025-12-01,9:50 PM,2:10 PM +1 (2025-12-02),14 hr 20 min,1 stop,"IDR 10,190,600"
"Garuda Indonesia, JAL + Korean Air",2025-12-01,11:30 PM,2:10 PM +1 (2025-12-02),12 hr 40 min,1 stop,"IDR 10,190,600"
"Garuda Indonesia, ANA",2025-12-01,5:35 PM,6:25 PM +1 (2025-12-02),22 hr 50 min,1 stop,"IDR 10,443,200"
"Garuda Indonesia, ANA",2025-12-01,6:55 PM,6:25 PM +1 (2025-12-02),21 hr 30 min,1 stop,"IDR 10,443,200"
"Asiana Airlines, ANA",2025-12-01,10:30 PM,2:25 PM +1 (2025-12-02),13 hr 55 min,1 stop,"IDR 10,576,600"
"Asiana Airlines, ANA",2025-12-01,10:30 PM,9:55 PM +1 (2025-12-02),21 hr 25 min,1 stop,"IDR 10,576,600"
China Southern,2025-12-01,12:20 AM,3:00 PM +1 (2025-12-02),36 hr 40 min,1 stop,"IDR 11,526,900"
"China Eastern, JAL",2025-12-01,11:45 PM,4:45 PM +1 (2025-12-02),15 hr,2 stops,"IDR 14,318,700"
"Philippine Airlines, Asiana Airlines",2025-12-01,1:20 AM,9:00 PM (2025-12-01),17 hr 40 min,2 stops,"IDR 15,311,800"
"Garuda Indonesia, ANA",2025-12-01,5:50 AM,6:25 PM (2025-12-01),10 hr 35 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-01,5:50 AM,5:55 AM +1 (2025-12-02),22 hr 5 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-01,3:40 PM,5:55 AM +1 (2025-12-02),12 hr 15 min,1 stop,"IDR 15,402,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-12-01,5:35 PM,5:55 AM +1 (2025-12-02),10 hr 20 min,1 stop,"IDR 15,402,200"
"Singapore Airlines, ANA + Operated by Air Japan",2025-12-01,5:25 AM,5:55 AM +1 (2025-12-02),22 hr 30 min,1 stop,"IDR 15,418,700"
"China Eastern, JAL",2025-12-01,11:45 PM,1:45 PM +1 (2025-12-02),12 hr,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-12-01,11:45 PM,4:50 PM +1 (2025-12-02),15 hr 5 min,1 stop,"IDR 21,797,000"
"China Eastern, JAL",2025-12-01,11:45 PM,6:00 PM +1 (2025-12-02),16 hr 15 min,1 stop,"IDR 21,797,000"
"EVA Air, ANA",2025-12-01,2:35 PM,5:30 PM +1 (2025-12-02),24 hr 55 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-12-01,2:35 PM,8:40 PM +1 (2025-12-02),28 hr 5 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-12-01,5:30 PM,12:55 PM +2 (2025-12-03),41 hr 25 min,2 stops,"IDR 24,136,100"
"Philippine Airlines, JAL",2025-12-01,1:20 AM,3:50 PM (2025-12-01),12 hr 30 min,2 stops,"IDR 24,682,600"
"Philippine Airlines, JAL",2025-12-01,1:20 AM,10:20 PM (2025-12-01),19 hr,2 stops,"IDR 24,682,600"
"Garuda Indonesia, EVA Air, Cathay Pacific",2025-12-01,5:30 PM,4:50 PM +2 (2025-12-03),45 hr 20 min,2 stops,"IDR 26,145,700"
"Philippine Airlines, ANA",2025-12-01,1:20 AM,6:45 PM (2025-12-01),15 hr 25 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-12-01,1:20 AM,7:10 PM (2025-12-01),15 hr 50 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA",2025-12-01,1:20 AM,7:30 PM (2025-12-01),16 hr 10 min,2 stops,"IDR 26,155,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-12-01,1:20 AM,6:55 PM (2025-12-01),15 hr 35 min,2 stops,"IDR 26,206,000"
"Philippine Airlines, JAL",2025-12-01,1:20 AM,6:20 PM (2025-12-01),15 hr,2 stops,"IDR 27,422,400"
"Philippine Airlines, JAL",2025-12-01,1:20 AM,7:00 PM (2025-12-01),15 hr 40 min,2 stops,"IDR 27,422,400"
"Singapore Airlines, Asiana Airlines",2025-12-01,6:10 PM,11:20 AM +1 (2025-12-02),15 hr 10 min,2 stops,"IDR 27,620,700"
China Southern,2025-12-01,1:15 PM,1:05 PM +1 (2025-12-02),21 hr 50 min,2 stops,"IDR 28,471,600"
China Southern,2025-12-01,1:15 PM,1:15 PM +1 (2025-12-02),22 hr,2 stops,"IDR 28,471,600"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-01,5:50 AM,9:40 PM (2025-12-01),13 hr 50 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-01,5:50 AM,1:00 AM +1 (2025-12-02),17 hr 10 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-01,5:50 AM,7:30 AM +1 (2025-12-02),23 hr 40 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-01,8:55 AM,1:00 AM +1 (2025-12-02),14 hr 5 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-12-01,11:30 AM,1:00 AM +1 (2025-12-02),11 hr 30 min,1 stop,"IDR 31,838,200"
Singapore Airlines + ANA,2025-12-01,5:25 AM,5:05 PM (2025-12-01),9 hr 40 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA",2025-12-01,5:25 AM,6:25 PM (2025-12-01),11 hr,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-12-01,5:25 AM,9:40 PM (2025-12-01),14 hr 15 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-12-01,5:25 AM,1:00 AM +1 (2025-12-02),17 hr 35 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-12-01,5:25 AM,7:30 AM +1 (2025-12-02),24 hr 5 min,1 stop,"IDR 31,854,700"
